event_id,event_type,customer_id,endpoint_id,attempt_number,http_status,response_time_ms,timeout,signature_valid
evt_bulk_692b4b1c,order.shipped,cust_030,ep_006,2,502,2110.24,false,true
evt_bulk_692b4b1c,order.shipped,cust_030,ep_006,3,502,4470.38,false,true
evt_bulk_692b4b1c,order.shipped,cust_030,ep_006,4,504,4055.96,true,true
evt_bulk_692b4b1c,order.shipped,cust_030,ep_006,5,201,317.45,false,true
evt_bulk_163b46e6,user.created,cust_040,ep_006,1,500,1676.17,false,true
evt_bulk_163b46e6,user.created,cust_040,ep_006,2,502,3941.42,false,true
evt_bulk_163b46e6,user.created,cust_040,ep_006,3,200,141.27,false,true
evt_bulk_9f8322d5,payment.failed,cust_030,ep_003,1,200,147.66,false,true
evt_bulk_9c0b13ff,payment.failed,cust_010,ep_006,1,200,264.12,false,true
evt_bulk_8533ba35,invoice.paid,cust_040,ep_006,1,504,3307.46,true,true
evt_bulk_8533ba35,invoice.paid,cust_040,ep_006,2,200,378.29,false,true
evt_bulk_393499dc,payment.failed,cust_050,ep_002,1,429,2097.79,false,true
evt_bulk_393499dc,payment.failed,cust_050,ep_002,2,200,334.61,false,true
evt_bulk_8730f0de,payment.failed,cust_040,ep_001,1,504,4920.84,true,true
evt_bulk_8730f0de,payment.failed,cust_040,ep_001,2,200,136.35,false,true
evt_bulk_38b83100,user.created,cust_050,ep_003,1,401,2637.1,false,false
evt_bulk_0b81db18,subscription.canceled,cust_050,ep_005,1,504,3179.07,true,true
evt_bulk_0b81db18,subscription.canceled,cust_050,ep_005,2,502,3641.75,false,true
evt_bulk_0b81db18,subscription.canceled,cust_050,ep_005,3,201,387.54,false,true
evt_bulk_6e708cac,payment.failed,cust_030,ep_004,1,500,1946.0,false,true
evt_bulk_1d8e951d,payment.failed,cust_030,ep_001,1,200,130.52,false,true
evt_bulk_c42b350b,subscription.canceled,cust_010,ep_002,1,200,251.5,false,true
evt_bulk_420e0925,invoice.paid,cust_020,ep_003,1,401,5859.68,false,false
evt_bulk_a9f5169a,subscription.canceled,cust_020,ep_002,1,500,3741.34,false,true
evt_bulk_a9f5169a,subscription.canceled,cust_020,ep_002,2,429,3443.38,false,true
evt_bulk_a9f5169a,subscription.canceled,cust_020,ep_002,3,500,1820.03,false,true
evt_bulk_a9f5169a,subscription.canceled,cust_020,ep_002,4,200,117.28,false,true
evt_bulk_c10c234c,user.created,cust_010,ep_002,1,200,138.87,false,true
evt_bulk_39a112c2,user.created,cust_020,ep_005,1,429,2574.35,false,true
evt_bulk_39a112c2,user.created,cust_020,ep_005,2,502,2149.89,false,true
evt_bulk_39a112c2,user.created,cust_020,ep_005,3,401,2127.53,false,false
evt_bulk_5c39cbbd,invoice.paid,cust_050,ep_001,1,504,2659.77,true,true
evt_bulk_5c39cbbd,invoice.paid,cust_050,ep_001,2,500,1519.71,false,true
evt_bulk_5c39cbbd,invoice.paid,cust_050,ep_001,3,429,3294.83,false,true
evt_bulk_5c39cbbd,invoice.paid,cust_050,ep_001,4,502,5548.97,false,true
evt_bulk_5c39cbbd,invoice.paid,cust_050,ep_001,5,200,286.29,false,true
evt_bulk_0806b003,subscription.canceled,cust_030,ep_002,1,401,2110.54,false,false
evt_bulk_a1436726,invoice.paid,cust_050,ep_002,1,401,2935.66,false,false
evt_bulk_0c7e3f5f,payment.failed,cust_010,ep_002,1,500,5583.83,false,true
evt_bulk_0c7e3f5f,payment.failed,cust_010,ep_002,2,500,3553.47,false,true
evt_bulk_34db9307,subscription.canceled,cust_040,ep_006,1,500,2720.43,false,true
evt_bulk_34db9307,subscription.canceled,cust_040,ep_006,2,500,3057.9,false,true
evt_bulk_34db9307,subscription.canceled,cust_040,ep_006,3,502,1840.98,false,true
evt_bulk_34db9307,subscription.canceled,cust_040,ep_006,4,500,4889.38,false,true
evt_bulk_34db9307,subscription.canceled,cust_040,ep_006,5,200,282.52,false,true
evt_bulk_2bf7b94f,order.shipped,cust_010,ep_005,1,200,216.13,false,true
evt_bulk_91aaf643,invoice.paid,cust_050,ep_004,1,401,3456.84,false,false
evt_bulk_72f33b76,payment.failed,cust_030,ep_001,1,200,167.06,false,true
evt_bulk_887bf3ac,invoice.paid,cust_010,ep_003,1,200,164.85,false,true
evt_bulk_242b5492,order.shipped,cust_020,ep_004,1,504,3160.62,true,true
evt_bulk_242b5492,order.shipped,cust_020,ep_004,2,200,187.55,false,true
evt_bulk_4bd43401,user.created,cust_030,ep_001,1,429,5511.76,false,true
evt_bulk_4bd43401,user.created,cust_030,ep_001,2,429,3590.3,false,true
evt_bulk_4bd43401,user.created,cust_030,ep_001,3,201,324.9,false,true
evt_bulk_804a36de,subscription.canceled,cust_040,ep_002,1,500,4745.36,false,true
evt_bulk_30615cf5,invoice.paid,cust_030,ep_001,1,500,3414.93,false,true
evt_bulk_30615cf5,invoice.paid,cust_030,ep_001,2,201,119.24,false,true
evt_bulk_38a6f4d6,payment.failed,cust_050,ep_003,1,500,3295.7,false,true
evt_bulk_f033fa04,payment.failed,cust_050,ep_002,1,500,3303.99,false,true
evt_bulk_f033fa04,payment.failed,cust_050,ep_002,2,429,1759.21,false,true
evt_bulk_f033fa04,payment.failed,cust_050,ep_002,3,502,4057.78,false,true
evt_bulk_f033fa04,payment.failed,cust_050,ep_002,4,500,1546.69,false,true
evt_bulk_f033fa04,payment.failed,cust_050,ep_002,5,401,3836.22,false,false
evt_bulk_509172fb,order.shipped,cust_030,ep_003,1,500,1884.38,false,true
evt_bulk_9fa91ab1,invoice.paid,cust_030,ep_004,1,200,138.68,false,true
evt_bulk_361a0559,invoice.paid,cust_020,ep_002,1,502,3289.71,false,true
evt_bulk_361a0559,invoice.paid,cust_020,ep_002,2,500,2530.06,false,true
evt_bulk_361a0559,invoice.paid,cust_020,ep_002,3,200,187.69,false,true
evt_bulk_5ecc6fc4,invoice.paid,cust_010,ep_003,1,200,190.92,false,true
evt_bulk_05f0984c,user.created,cust_050,ep_004,1,200,100.08,false,true
evt_bulk_9f12d40c,subscription.canceled,cust_040,ep_005,1,500,2396.27,false,true
evt_bulk_9f12d40c,subscription.canceled,cust_040,ep_005,2,200,330.4,false,true
evt_bulk_388462d4,subscription.canceled,cust_020,ep_006,1,201,185.37,false,true
evt_bulk_2f290d30,invoice.paid,cust_020,ep_004,1,429,4944.85,false,true
evt_bulk_2f290d30,invoice.paid,cust_020,ep_004,2,502,2937.65,false,true
evt_bulk_2f290d30,invoice.paid,cust_020,ep_004,3,502,3832.17,false,true
evt_bulk_2f290d30,invoice.paid,cust_020,ep_004,4,200,320.74,false,true
evt_bulk_84ef96ea,order.shipped,cust_050,ep_006,1,200,243.94,false,true
evt_bulk_b9c8b14f,user.created,cust_040,ep_006,1,500,3226.44,false,true
evt_bulk_b9c8b14f,user.created,cust_040,ep_006,2,201,120.29,false,true
evt_bulk_56d1fce8,order.shipped,cust_050,ep_004,1,500,3999.16,false,true
evt_bulk_65295e94,user.created,cust_020,ep_003,1,500,2774.46,false,true
evt_bulk_e0533106,order.shipped,cust_030,ep_006,1,500,5580.09,false,true
evt_bulk_e0533106,order.shipped,cust_030,ep_006,2,500,3675.56,false,true
evt_bulk_e0533106,order.shipped,cust_030,ep_006,3,504,4558.44,true,true
evt_bulk_e0533106,order.shipped,cust_030,ep_006,4,502,2935.03,false,true
evt_bulk_e0533106,order.shipped,cust_030,ep_006,5,500,2154.36,false,true
evt_bulk_e10ff931,payment.failed,cust_020,ep_001,1,401,3261.33,false,false
evt_bulk_958be855,invoice.paid,cust_020,ep_001,1,504,1530.98,true,true
evt_bulk_958be855,invoice.paid,cust_020,ep_001,2,401,4389.96,false,false
evt_bulk_7da8c297,subscription.canceled,cust_030,ep_003,1,500,3901.57,false,true
evt_bulk_7bcd7435,user.created,cust_020,ep_004,1,502,1539.29,false,true
evt_bulk_7bcd7435,user.created,cust_020,ep_004,2,200,262.18,false,true
evt_bulk_a65f7740,order.shipped,cust_010,ep_004,1,200,276.85,false,true
evt_bulk_748d6aea,order.shipped,cust_010,ep_002,1,401,5733.42,false,false
evt_bulk_23d9e028,subscription.canceled,cust_020,ep_002,1,201,331.98,false,true
evt_bulk_0280ca53,payment.failed,cust_040,ep_003,1,200,264.92,false,true
evt_bulk_8731091e,invoice.paid,cust_010,ep_001,1,200,142.14,false,true
evt_bulk_4517862b,user.created,cust_040,ep_002,1,200,191.25,false,true
evt_bulk_44e68c54,subscription.canceled,cust_030,ep_001,1,500,3268.15,false,true
evt_bulk_44e68c54,subscription.canceled,cust_030,ep_001,2,201,175.57,false,true
evt_bulk_1f17e916,subscription.canceled,cust_020,ep_001,1,201,331.19,false,true
evt_bulk_b0ae3077,invoice.paid,cust_020,ep_002,1,200,258.41,false,true
evt_bulk_d196fd31,subscription.canceled,cust_010,ep_002,1,500,2315.47,false,true
evt_bulk_d196fd31,subscription.canceled,cust_010,ep_002,2,200,163.91,false,true
evt_bulk_8c0d46ab,subscription.canceled,cust_030,ep_002,1,500,5836.36,false,true
evt_bulk_8c0d46ab,subscription.canceled,cust_030,ep_002,2,429,3337.5,false,true
evt_bulk_8c0d46ab,subscription.canceled,cust_030,ep_002,3,500,5500.44,false,true
evt_bulk_d7a25dde,subscription.canceled,cust_020,ep_001,1,502,1553.01,false,true
evt_bulk_d7a25dde,subscription.canceled,cust_020,ep_001,2,201,105.38,false,true
evt_bulk_e0f2dd32,payment.failed,cust_020,ep_006,1,429,4624.24,false,true
evt_bulk_e0f2dd32,payment.failed,cust_020,ep_006,2,500,4712.73,false,true
evt_bulk_e0f2dd32,payment.failed,cust_020,ep_006,3,401,3321.01,false,false
evt_bulk_7940ee6c,payment.failed,cust_020,ep_004,1,504,4725.39,true,true
evt_bulk_7940ee6c,payment.failed,cust_020,ep_004,2,200,301.08,false,true
evt_bulk_59449d28,payment.failed,cust_020,ep_002,1,429,2689.42,false,true
evt_bulk_59449d28,payment.failed,cust_020,ep_002,2,504,4505.69,true,true
evt_bulk_59449d28,payment.failed,cust_020,ep_002,3,502,2390.2,false,true
evt_bulk_59449d28,payment.failed,cust_020,ep_002,4,201,331.18,false,true
evt_bulk_fcc47f3a,payment.failed,cust_020,ep_001,1,200,129.25,false,true
evt_bulk_a3525dcf,subscription.canceled,cust_050,ep_004,1,504,2901.49,true,true
evt_bulk_a3525dcf,subscription.canceled,cust_050,ep_004,2,500,4461.16,false,true
evt_bulk_a3525dcf,subscription.canceled,cust_050,ep_004,3,200,105.93,false,true
evt_bulk_db73b096,payment.failed,cust_040,ep_003,1,504,5534.2,true,true
evt_bulk_db73b096,payment.failed,cust_040,ep_003,2,401,4559.14,false,false
evt_bulk_1d06ecd7,order.shipped,cust_050,ep_002,1,429,4720.66,false,true
evt_bulk_1d06ecd7,order.shipped,cust_050,ep_002,2,504,4672.48,true,true
evt_bulk_1d06ecd7,order.shipped,cust_050,ep_002,3,200,352.53,false,true
evt_bulk_43e7d601,order.shipped,cust_050,ep_004,1,500,5648.33,false,true
evt_bulk_43e7d601,order.shipped,cust_050,ep_004,2,401,4530.92,false,false
evt_bulk_eb2951a3,user.created,cust_030,ep_001,1,200,210.85,false,true
evt_bulk_7e1fe94f,user.created,cust_010,ep_001,1,401,1858.76,false,false
evt_bulk_98ac8e75,payment.failed,cust_010,ep_006,1,200,149.38,false,true
evt_bulk_16fbdfd5,invoice.paid,cust_010,ep_001,1,200,293.8,false,true
evt_bulk_57c9a81d,payment.failed,cust_020,ep_002,1,200,265.87,false,true
evt_bulk_a736c84f,user.created,cust_030,ep_002,1,200,154.55,false,true
evt_bulk_04a630c0,subscription.canceled,cust_010,ep_004,1,500,3063.94,false,true
evt_bulk_4633a42d,user.created,cust_040,ep_002,1,500,1772.51,false,true
evt_bulk_4dcd5f1c,order.shipped,cust_020,ep_004,1,200,350.72,false,true
evt_bulk_9c9417f2,subscription.canceled,cust_030,ep_001,1,200,228.21,false,true
evt_bulk_8aa3f406,subscription.canceled,cust_040,ep_006,1,200,124.5,false,true
evt_bulk_21534d6c,subscription.canceled,cust_020,ep_003,1,200,196.94,false,true
evt_bulk_2712f024,user.created,cust_040,ep_005,1,401,5069.08,false,false
evt_bulk_7acad8e2,payment.failed,cust_020,ep_002,1,401,5200.2,false,false
evt_bulk_25b47abd,payment.failed,cust_010,ep_005,1,200,347.18,false,true
evt_bulk_4db4c62c,subscription.canceled,cust_050,ep_006,1,500,4930.93,false,true
evt_bulk_4db4c62c,subscription.canceled,cust_050,ep_006,2,200,191.63,false,true
evt_bulk_09af4f4e,invoice.paid,cust_030,ep_004,1,502,1945.37,false,true
evt_bulk_09af4f4e,invoice.paid,cust_030,ep_004,2,200,122.55,false,true
evt_bulk_0be2839f,invoice.paid,cust_050,ep_006,1,200,282.8,false,true
evt_bulk_5ef93a78,invoice.paid,cust_020,ep_006,1,502,1854.32,false,true
evt_bulk_5ef93a78,invoice.paid,cust_020,ep_006,2,500,2949.53,false,true
evt_bulk_ec56c9d7,user.created,cust_050,ep_005,1,200,271.61,false,true
evt_bulk_907c5146,user.created,cust_010,ep_006,1,502,5968.74,false,true
evt_bulk_907c5146,user.created,cust_010,ep_006,2,429,5070.9,false,true
evt_bulk_907c5146,user.created,cust_010,ep_006,3,500,5594.93,false,true
evt_bulk_907c5146,user.created,cust_010,ep_006,4,401,5439.52,false,false
evt_bulk_b425771a,payment.failed,cust_050,ep_006,1,401,2633.82,false,false
evt_bulk_26e40739,user.created,cust_050,ep_005,1,500,3272.26,false,true
evt_bulk_a7091cb6,subscription.canceled,cust_050,ep_003,1,401,5718.2,false,false
evt_bulk_3e46ae76,subscription.canceled,cust_020,ep_003,1,201,115.51,false,true
evt_bulk_3d3bb548,invoice.paid,cust_050,ep_003,1,500,5510.07,false,true
evt_bulk_3d3bb548,invoice.paid,cust_050,ep_003,2,502,3403.86,false,true
evt_bulk_3d3bb548,invoice.paid,cust_050,ep_003,3,200,327.56,false,true
evt_bulk_9906302d,invoice.paid,cust_050,ep_006,1,200,384.57,false,true
evt_bulk_4e0222fc,user.created,cust_040,ep_002,1,504,4112.46,true,true
evt_bulk_4e0222fc,user.created,cust_040,ep_002,2,500,4509.59,false,true
evt_bulk_4e0222fc,user.created,cust_040,ep_002,3,504,2120.33,true,true
evt_bulk_4e0222fc,user.created,cust_040,ep_002,4,502,1960.74,false,true
evt_bulk_4e0222fc,user.created,cust_040,ep_002,5,200,150.52,false,true
evt_bulk_727913f6,invoice.paid,cust_040,ep_004,1,201,246.4,false,true
evt_bulk_1b6a8b61,order.shipped,cust_030,ep_001,1,200,178.08,false,true
evt_bulk_5860ce20,subscription.canceled,cust_010,ep_002,1,500,4870.63,false,true
evt_bulk_5860ce20,subscription.canceled,cust_010,ep_002,2,401,3560.06,false,false
evt_bulk_dfffde96,invoice.paid,cust_010,ep_004,1,504,4015.84,true,true
evt_bulk_dfffde96,invoice.paid,cust_010,ep_004,2,200,171.24,false,true
evt_bulk_de7b7d68,subscription.canceled,cust_040,ep_005,1,500,5824.47,false,true
evt_bulk_69f52246,invoice.paid,cust_030,ep_001,1,500,4389.11,false,true
evt_bulk_69f52246,invoice.paid,cust_030,ep_001,2,200,218.6,false,true
evt_bulk_2319389d,order.shipped,cust_020,ep_004,1,200,363.43,false,true
evt_bulk_94e8f057,order.shipped,cust_010,ep_006,1,429,2735.03,false,true
evt_bulk_94e8f057,order.shipped,cust_010,ep_006,2,500,1769.74,false,true
evt_bulk_94e8f057,order.shipped,cust_010,ep_006,3,429,3354.93,false,true
evt_bulk_94e8f057,order.shipped,cust_010,ep_006,4,502,3889.02,false,true
evt_bulk_94e8f057,order.shipped,cust_010,ep_006,5,401,4423.71,false,false
evt_bulk_ebb4b314,payment.failed,cust_020,ep_001,1,200,394.74,false,true
evt_bulk_70161c40,order.shipped,cust_040,ep_002,1,200,192.27,false,true
evt_bulk_3192abca,payment.failed,cust_010,ep_006,1,502,5107.99,false,true
evt_bulk_3192abca,payment.failed,cust_010,ep_006,2,200,367.14,false,true
evt_bulk_adc8a6bc,invoice.paid,cust_040,ep_004,1,500,3064.2,false,true
evt_bulk_adc8a6bc,invoice.paid,cust_040,ep_004,2,401,4494.82,false,false
evt_bulk_d365dafa,invoice.paid,cust_050,ep_004,1,200,121.99,false,true
evt_bulk_b192ac34,user.created,cust_010,ep_001,1,201,391.01,false,true
evt_bulk_9c5b09a2,order.shipped,cust_010,ep_003,1,500,1576.57,false,true
evt_bulk_355ed1e8,order.shipped,cust_010,ep_005,1,200,150.63,false,true
evt_bulk_9ab505f8,subscription.canceled,cust_040,ep_001,1,500,5760.72,false,true
evt_bulk_e31dffc9,subscription.canceled,cust_020,ep_001,1,504,2951.64,true,true
evt_bulk_e31dffc9,subscription.canceled,cust_020,ep_001,2,504,1663.23,true,true
evt_bulk_e31dffc9,subscription.canceled,cust_020,ep_001,3,502,2271.64,false,true
evt_bulk_e31dffc9,subscription.canceled,cust_020,ep_001,4,500,3806.15,false,true
evt_bulk_e31dffc9,subscription.canceled,cust_020,ep_001,5,201,187.17,false,true
evt_bulk_273c4ac2,user.created,cust_020,ep_002,1,401,3116.36,false,false
evt_bulk_62caf60e,subscription.canceled,cust_050,ep_002,1,200,306.58,false,true
evt_bulk_46fbe06f,subscription.canceled,cust_020,ep_002,1,200,152.62,false,true
evt_bulk_866a178c,invoice.paid,cust_040,ep_002,1,201,368.77,false,true
evt_bulk_fcd6b4d7,order.shipped,cust_040,ep_001,1,200,304.82,false,true
evt_bulk_1b5598ce,payment.failed,cust_010,ep_006,1,500,5569.41,false,true
evt_bulk_0ed26684,invoice.paid,cust_050,ep_004,1,502,3782.98,false,true
evt_bulk_0ed26684,invoice.paid,cust_050,ep_004,2,429,4749.48,false,true
evt_bulk_0ed26684,invoice.paid,cust_050,ep_004,3,502,4513.79,false,true
evt_bulk_0ed26684,invoice.paid,cust_050,ep_004,4,500,4518.14,false,true
evt_bulk_0ed26684,invoice.paid,cust_050,ep_004,5,401,4711.21,false,false
evt_bulk_562ed864,payment.failed,cust_020,ep_001,1,200,346.45,false,true
evt_bulk_295a46bd,payment.failed,cust_030,ep_004,1,500,5499.37,false,true
evt_bulk_295a46bd,payment.failed,cust_030,ep_004,2,500,2604.53,false,true
evt_bulk_d55626a2,order.shipped,cust_040,ep_001,1,504,5176.41,true,true
evt_bulk_d55626a2,order.shipped,cust_040,ep_001,2,201,114.22,false,true
evt_bulk_49fd0302,subscription.canceled,cust_010,ep_004,1,500,3298.64,false,true
evt_bulk_49fd0302,subscription.canceled,cust_010,ep_004,2,500,1806.06,false,true
evt_bulk_49fd0302,subscription.canceled,cust_010,ep_004,3,502,3910.99,false,true
evt_bulk_49fd0302,subscription.canceled,cust_010,ep_004,4,504,5878.53,true,true
evt_bulk_49fd0302,subscription.canceled,cust_010,ep_004,5,500,5309.41,false,true
evt_bulk_8854e56d,payment.failed,cust_040,ep_001,1,200,194.44,false,true
evt_bulk_036a402a,order.shipped,cust_030,ep_002,1,500,3455.46,false,true
evt_bulk_bb4de1b5,user.created,cust_020,ep_003,1,500,3427.67,false,true
evt_bulk_43e54596,subscription.canceled,cust_020,ep_002,1,200,322.9,false,true
evt_bulk_fbc9761f,order.shipped,cust_010,ep_002,1,500,3369.05,false,true
evt_bulk_984866e6,invoice.paid,cust_040,ep_006,1,502,4222.11,false,true
evt_bulk_984866e6,invoice.paid,cust_040,ep_006,2,429,5630.38,false,true
evt_bulk_984866e6,invoice.paid,cust_040,ep_006,3,502,4204.04,false,true
evt_bulk_984866e6,invoice.paid,cust_040,ep_006,4,200,290.85,false,true
evt_bulk_5b591846,invoice.paid,cust_010,ep_004,1,200,371.02,false,true
evt_bulk_08488987,order.shipped,cust_050,ep_001,1,429,3108.63,false,true
evt_bulk_08488987,order.shipped,cust_050,ep_001,2,504,2300.83,true,true
evt_bulk_08488987,order.shipped,cust_050,ep_001,3,504,4120.67,true,true
evt_bulk_08488987,order.shipped,cust_050,ep_001,4,500,2133.67,false,true
evt_bulk_ecace60f,invoice.paid,cust_010,ep_004,1,201,273.94,false,true
evt_bulk_8a70118b,invoice.paid,cust_050,ep_006,1,500,4926.18,false,true
evt_bulk_c3f345b7,subscription.canceled,cust_010,ep_002,1,429,1585.6,false,true
evt_bulk_c3f345b7,subscription.canceled,cust_010,ep_002,2,500,3014.7,false,true
evt_bulk_f9f3b0f7,order.shipped,cust_050,ep_002,1,200,231.14,false,true
evt_bulk_2e796724,subscription.canceled,cust_010,ep_001,1,504,1882.19,true,true
evt_bulk_2e796724,subscription.canceled,cust_010,ep_001,2,504,1631.95,true,true
evt_bulk_2e796724,subscription.canceled,cust_010,ep_001,3,504,5886.64,true,true
evt_bulk_2e796724,subscription.canceled,cust_010,ep_001,4,401,4171.29,false,false
evt_bulk_a6e9d01c,user.created,cust_010,ep_005,1,429,5422.48,false,true
evt_bulk_a6e9d01c,user.created,cust_010,ep_005,2,200,179.49,false,true
evt_bulk_cb98d2ee,subscription.canceled,cust_010,ep_005,1,500,1836.88,false,true
evt_bulk_c98faf51,order.shipped,cust_010,ep_005,1,500,5588.25,false,true
evt_bulk_dcff8528,user.created,cust_040,ep_001,1,200,225.78,false,true
evt_bulk_92c94670,subscription.canceled,cust_010,ep_001,1,500,5351.05,false,true
evt_bulk_fd70ac49,payment.failed,cust_040,ep_003,1,500,5327.91,false,true
evt_bulk_fd70ac49,payment.failed,cust_040,ep_003,2,500,4380.87,false,true
evt_bulk_e7c98b6a,order.shipped,cust_050,ep_001,1,504,4881.52,true,true
evt_bulk_e7c98b6a,order.shipped,cust_050,ep_001,2,504,1959.07,true,true
evt_bulk_e7c98b6a,order.shipped,cust_050,ep_001,3,200,175.56,false,true
evt_bulk_2d4348d9,subscription.canceled,cust_050,ep_006,1,200,338.86,false,true
evt_bulk_0f5eeba2,order.shipped,cust_030,ep_003,1,502,4544.99,false,true
evt_bulk_0f5eeba2,order.shipped,cust_030,ep_003,2,504,4096.79,true,true
evt_bulk_0f5eeba2,order.shipped,cust_030,ep_003,3,200,288.68,false,true
evt_bulk_b392ffe9,user.created,cust_050,ep_005,1,500,4281.09,false,true
evt_bulk_b392ffe9,user.created,cust_050,ep_005,2,401,2883.57,false,false
evt_bulk_6dcb4be4,payment.failed,cust_050,ep_004,1,502,3064.9,false,true
evt_bulk_6dcb4be4,payment.failed,cust_050,ep_004,2,500,4579.88,false,true
evt_bulk_bcc52ae8,invoice.paid,cust_030,ep_004,1,502,2372.93,false,true
evt_bulk_bcc52ae8,invoice.paid,cust_030,ep_004,2,429,3087.07,false,true
evt_bulk_bcc52ae8,invoice.paid,cust_030,ep_004,3,500,2116.87,false,true
evt_bulk_ce162ba6,subscription.canceled,cust_030,ep_003,1,201,344.37,false,true
evt_bulk_310e09c2,user.created,cust_020,ep_001,1,500,2478.59,false,true
evt_bulk_310e09c2,user.created,cust_020,ep_001,2,502,5535.65,false,true
evt_bulk_310e09c2,user.created,cust_020,ep_001,3,500,5589.89,false,true
evt_bulk_310e09c2,user.created,cust_020,ep_001,4,200,327.41,false,true
evt_bulk_9157d1e5,subscription.canceled,cust_050,ep_005,1,200,202.08,false,true
evt_bulk_a93abe31,order.shipped,cust_010,ep_003,1,200,127.62,false,true
evt_bulk_6469f242,payment.failed,cust_030,ep_005,1,502,2075.62,false,true
evt_bulk_6469f242,payment.failed,cust_030,ep_005,2,504,2492.35,true,true
evt_bulk_6469f242,payment.failed,cust_030,ep_005,3,429,4596.84,false,true
evt_bulk_6469f242,payment.failed,cust_030,ep_005,4,200,316.81,false,true
evt_bulk_d70e8464,payment.failed,cust_050,ep_005,1,429,3814.5,false,true
evt_bulk_d70e8464,payment.failed,cust_050,ep_005,2,504,4045.58,true,true
evt_bulk_d70e8464,payment.failed,cust_050,ep_005,3,500,3685.93,false,true
evt_bulk_b926be54,user.created,cust_020,ep_003,1,201,168.69,false,true
evt_bulk_9faeef6a,order.shipped,cust_010,ep_005,1,502,1947.74,false,true
evt_bulk_9faeef6a,order.shipped,cust_010,ep_005,2,504,3825.95,true,true
evt_bulk_9faeef6a,order.shipped,cust_010,ep_005,3,200,118.95,false,true
evt_bulk_a7713691,user.created,cust_030,ep_004,1,429,4324.11,false,true
