event_id,event_type,customer_id,endpoint_id,attempt_number,http_status,response_time_ms,timeout,signature_valid
evt_bulk_9e6ae7cf,payment.failed,cust_050,ep_006,5,200,259.78,false,true
evt_bulk_98cb328f,subscription.canceled,cust_050,ep_004,1,200,387.75,false,true
evt_bulk_6335a35f,payment.failed,cust_020,ep_001,1,200,184.36,false,true
evt_bulk_40239058,payment.failed,cust_010,ep_002,1,401,2627.76,false,false
evt_bulk_05cc0daa,payment.failed,cust_030,ep_004,1,401,4725.13,false,false
evt_bulk_a2febfcb,payment.failed,cust_050,ep_003,1,504,3006.99,true,true
evt_bulk_a2febfcb,payment.failed,cust_050,ep_003,2,502,3880.88,false,true
evt_bulk_a2febfcb,payment.failed,cust_050,ep_003,3,201,167.43,false,true
evt_bulk_4840ada6,order.shipped,cust_040,ep_002,1,429,5272.29,false,true
evt_bulk_4840ada6,order.shipped,cust_040,ep_002,2,504,4033.83,true,true
evt_bulk_4840ada6,order.shipped,cust_040,ep_002,3,429,4292.5,false,true
evt_bulk_4840ada6,order.shipped,cust_040,ep_002,4,504,4169.0,true,true
evt_bulk_4840ada6,order.shipped,cust_040,ep_002,5,401,1770.42,false,false
evt_bulk_e0aee872,order.shipped,cust_030,ep_004,1,200,190.2,false,true
evt_bulk_51834e28,user.created,cust_020,ep_001,1,200,393.38,false,true
evt_bulk_0d6a0d87,payment.failed,cust_040,ep_006,1,429,3555.07,false,true
evt_bulk_0d6a0d87,payment.failed,cust_040,ep_006,2,429,5973.95,false,true
evt_bulk_0d6a0d87,payment.failed,cust_040,ep_006,3,200,385.26,false,true
evt_bulk_0cf3b346,payment.failed,cust_030,ep_005,1,200,365.51,false,true
evt_bulk_cf88dbed,order.shipped,cust_020,ep_003,1,201,162.05,false,true
evt_bulk_68976671,invoice.paid,cust_030,ep_006,1,200,243.17,false,true
evt_bulk_4b4a9cf0,invoice.paid,cust_020,ep_004,1,200,226.98,false,true
evt_bulk_c4033a57,subscription.canceled,cust_050,ep_004,1,200,382.61,false,true
evt_bulk_af005776,user.created,cust_010,ep_002,1,200,215.67,false,true
evt_bulk_19272cbf,payment.failed,cust_010,ep_006,1,500,4769.62,false,true
evt_bulk_d5a360a7,invoice.paid,cust_010,ep_001,1,500,1889.6,false,true
evt_bulk_d5a360a7,invoice.paid,cust_010,ep_001,2,500,1613.96,false,true
evt_bulk_d5a360a7,invoice.paid,cust_010,ep_001,3,200,167.8,false,true
evt_bulk_5ba2cde8,user.created,cust_040,ep_006,1,200,159.07,false,true
evt_bulk_c5c945a2,subscription.canceled,cust_010,ep_005,1,500,2889.2,false,true
evt_bulk_379aa462,order.shipped,cust_030,ep_001,1,500,2485.61,false,true
evt_bulk_cc4ed733,user.created,cust_010,ep_001,1,401,4569.85,false,false
evt_bulk_c22d9423,user.created,cust_030,ep_005,1,504,2668.55,true,true
evt_bulk_c22d9423,user.created,cust_030,ep_005,2,504,4437.21,true,true
evt_bulk_c22d9423,user.created,cust_030,ep_005,3,504,2731.7,true,true
evt_bulk_c22d9423,user.created,cust_030,ep_005,4,200,209.17,false,true
evt_bulk_9ca982c3,payment.failed,cust_040,ep_006,1,504,3154.43,true,true
evt_bulk_9ca982c3,payment.failed,cust_040,ep_006,2,500,2733.18,false,true
evt_bulk_9ca982c3,payment.failed,cust_040,ep_006,3,200,117.72,false,true
evt_bulk_e5a78001,payment.failed,cust_050,ep_006,1,201,311.04,false,true
evt_bulk_410a4763,order.shipped,cust_030,ep_001,1,500,3191.19,false,true
evt_bulk_2c0ce56b,user.created,cust_030,ep_001,1,500,3339.11,false,true
evt_bulk_2c0ce56b,user.created,cust_030,ep_001,2,200,106.52,false,true
evt_bulk_332d2be8,order.shipped,cust_030,ep_004,1,200,142.94,false,true
evt_bulk_f8ba7ed6,subscription.canceled,cust_030,ep_005,1,200,283.52,false,true
evt_bulk_bf4074c3,payment.failed,cust_050,ep_006,1,401,2412.37,false,false
evt_bulk_4775f7eb,payment.failed,cust_050,ep_006,1,401,5962.23,false,false
evt_bulk_d57c0a22,subscription.canceled,cust_010,ep_004,1,429,5657.19,false,true
evt_bulk_d57c0a22,subscription.canceled,cust_010,ep_004,2,200,377.76,false,true
evt_bulk_3ef57bc2,user.created,cust_050,ep_003,1,200,345.16,false,true
evt_bulk_8d52e3f4,subscription.canceled,cust_040,ep_001,1,502,5322.93,false,true
evt_bulk_8d52e3f4,subscription.canceled,cust_040,ep_001,2,502,3855.77,false,true
evt_bulk_8d52e3f4,subscription.canceled,cust_040,ep_001,3,500,5060.62,false,true
evt_bulk_86ff4dcb,invoice.paid,cust_020,ep_003,1,500,4193.3,false,true
evt_bulk_86ff4dcb,invoice.paid,cust_020,ep_003,2,401,3258.4,false,false
evt_bulk_f8e5165f,invoice.paid,cust_040,ep_004,1,500,2047.14,false,true
evt_bulk_f8e5165f,invoice.paid,cust_040,ep_004,2,502,1546.64,false,true
evt_bulk_f8e5165f,invoice.paid,cust_040,ep_004,3,502,2481.78,false,true
evt_bulk_f8e5165f,invoice.paid,cust_040,ep_004,4,500,5750.72,false,true
evt_bulk_f8e5165f,invoice.paid,cust_040,ep_004,5,401,3498.75,false,false
evt_bulk_9d60002e,payment.failed,cust_020,ep_002,1,504,5360.85,true,true
evt_bulk_9d60002e,payment.failed,cust_020,ep_002,2,504,4202.01,true,true
evt_bulk_9d60002e,payment.failed,cust_020,ep_002,3,200,182.33,false,true
evt_bulk_be2b2ad0,payment.failed,cust_020,ep_002,1,200,227.99,false,true
evt_bulk_276907dc,payment.failed,cust_050,ep_002,1,504,4284.79,true,true
evt_bulk_276907dc,payment.failed,cust_050,ep_002,2,502,4922.17,false,true
evt_bulk_276907dc,payment.failed,cust_050,ep_002,3,500,1746.34,false,true
evt_bulk_276907dc,payment.failed,cust_050,ep_002,4,200,372.03,false,true
evt_bulk_a775ba7b,invoice.paid,cust_030,ep_004,1,429,5077.83,false,true
evt_bulk_a775ba7b,invoice.paid,cust_030,ep_004,2,502,3683.72,false,true
evt_bulk_a775ba7b,invoice.paid,cust_030,ep_004,3,401,2614.77,false,false
evt_bulk_f6ab01f7,user.created,cust_030,ep_004,1,500,2944.37,false,true
evt_bulk_e95d87f1,payment.failed,cust_020,ep_003,1,201,170.62,false,true
evt_bulk_3c57c0a7,user.created,cust_010,ep_003,1,201,318.41,false,true
evt_bulk_ce9f0976,order.shipped,cust_010,ep_006,1,200,185.22,false,true
evt_bulk_d2631c45,payment.failed,cust_010,ep_001,1,502,4134.36,false,true
evt_bulk_d2631c45,payment.failed,cust_010,ep_001,2,500,4961.67,false,true
evt_bulk_ad796902,user.created,cust_020,ep_004,1,200,151.79,false,true
evt_bulk_e5a60384,subscription.canceled,cust_020,ep_001,1,200,125.14,false,true
evt_bulk_8c1b7358,user.created,cust_010,ep_003,1,401,2702.97,false,false
evt_bulk_1fc720fd,user.created,cust_050,ep_006,1,429,1685.75,false,true
evt_bulk_1fc720fd,user.created,cust_050,ep_006,2,200,369.33,false,true
evt_bulk_b85077d0,invoice.paid,cust_010,ep_006,1,500,4989.9,false,true
evt_bulk_df3ead4f,user.created,cust_050,ep_001,1,500,2066.47,false,true
evt_bulk_e54cb7a9,invoice.paid,cust_020,ep_003,1,401,3053.06,false,false
