event_id,event_type,customer_id,invoice_id,created_at,payload_size_kb,idempotency_key,priority
evt_014495,compliance.submitted,cust_0068,inv_553154,2026-03-02 14:34:48.510477,260,690e0440-80ec-45c8-97ef-7803f65258a5,low
evt_dup_403827ee,compliance.submitted,cust_0228,inv_912529,2026-02-11 12:53:07.439132,275,568757bf-0a93-458c-963d-b853439c1f7e,low
evt_014334,invoice.paid,cust_0176,inv_585655,2026-01-25 02:43:40.506993,214,0942a467-9652-4536-bf16-e838794907bb,low
evt_005555,compliance.failed,cust_0211,inv_345807,2026-05-12 10:08:42.361008,400,823f3397-866d-476a-995a-fa83ecf4bb01,high
evt_dup_a4935d48,invoice.validated,cust_0108,inv_399509,2026-05-07 11:02:11.458360,126,74c81afd-3455-48e2-acad-4c0c51297816,low
evt_007970,invoice.validated,cust_0090,inv_341175,2026-03-16 15:36:37.403225,458,2dfff39e-4963-4e16-9630-b4a80384ac07,medium
evt_010956,compliance.submitted,cust_0027,inv_480163,2026-01-24 11:14:45.451259,154,8de89705-2511-4099-a952-60ca7a4ad767,low
evt_011267,invoice.paid,cust_0234,inv_783479,2026-04-12 06:56:58.456232,195,92310eed-d375-442e-9499-b0db408ec85e,medium
evt_008927,invoice.validated,cust_0119,inv_648026,2026-04-28 03:10:12.418733,537,fa4fd9b7-5145-4d9c-aae1-476af10d1616,medium
evt_dup_cc5a3212,invoice.validated,cust_0232,inv_822502,2026-01-25 07:38:15.328276,259,abc94b41-ab81-4c1d-b7e8-53be4a50d03b,medium
evt_011356,invoice.validated,cust_0122,inv_372173,2026-03-05 03:40:42.457730,102,51dd831e-5494-4197-b92b-632beadf2061,medium
evt_012425,compliance.submitted,cust_0147,inv_928023,2026-05-07 03:58:05.474949,244,c919d9f8-5d48-4b14-b987-9d35661e804c,high
evt_009097,invoice.validated,cust_0075,inv_391570,2026-03-31 02:17:47.421441,500,f71ab7db-8117-4af1-8068-ada4b5f5ccfa,medium
evt_005933,invoice.created,cust_0201,inv_362325,2026-05-06 20:58:49.368664,92,ec0bdd46-1f65-42ba-b605-28c5667cadd0,low
evt_013454,invoice.created,cust_0206,inv_582980,2026-04-20 08:00:07.492297,737,53e74e04-10c1-4a7f-b6d3-940468016c69,medium
evt_010199,compliance.submitted,cust_0228,inv_912529,2026-02-11 12:00:07.439132,275,568757bf-0a93-458c-963d-b853439c1f7e,low
evt_007614,invoice.validated,cust_0054,inv_620973,2026-04-16 04:41:49.397362,134,318e21e9-dc72-4299-a27a-49d831f5ecb6,medium
evt_001548,invoice.paid,cust_0114,inv_919354,2026-01-18 22:12:45.295506,174,0ccd988c-372b-4341-92ff-a1f7337a4233,low
evt_003326,compliance.failed,cust_0239,inv_156429,2026-04-08 09:27:27.324996,295,f62c50ef-b9ef-4665-8b4e-7dc014da6249,low
evt_011091,invoice.paid,cust_0223,inv_371395,2026-03-28 07:43:28.453434,447,feaa1dc4-5673-4348-bdc9-dedde3377b14,critical
evt_006493,invoice.created,cust_0250,inv_170646,2026-02-03 03:29:46.377926,719,12da7d34-78e7-455a-9f00-095848cf4e40,low
evt_000305,compliance.submitted,cust_0102,inv_871523,2026-02-12 04:05:53.272726,531,89c5deee-d07a-4f1f-a050-cc4ad1f55b47,high
evt_012708,invoice.paid,cust_0177,inv_310899,2026-04-26 02:11:21.480196,411,a48e1753-0abb-4fcc-8ada-80d3b748bf56,medium
evt_012931,invoice.paid,cust_0229,inv_263863,2026-04-19 18:58:13.483848,304,6e8e31c7-3089-45df-b3c9-dd25edd968b8,low
evt_012808,compliance.submitted,cust_0153,inv_628446,2026-04-21 11:01:09.481877,328,1122d1b9-2ac8-4c01-97ae-61a7bd25be50,low
evt_001534,invoice.rejected,cust_0138,inv_659699,2026-04-22 00:20:28.295285,443,378d1df6-e2f7-4b22-83b9-af063a067d87,medium
evt_004451,compliance.submitted,cust_0071,inv_596450,2026-03-19 04:58:43.343026,322,c225366f-eefb-48fa-9ea7-862a9da45034,low
evt_000089,invoice.validated,cust_0090,inv_581294,2026-03-06 07:03:04.269192,171,abed06e4-c462-47ea-8fbb-d861d6791a90,low
evt_011600,compliance.submitted,cust_0192,inv_334344,2026-03-24 07:15:35.461650,207,3bb78100-b077-425e-b79e-ab148f3c4277,medium
evt_009968,compliance.submitted,cust_0063,inv_874868,2026-03-07 07:49:39.435439,151,69ed7488-7d87-4875-b448-92f7c3b920d2,high
evt_013243,invoice.created,cust_0192,inv_115066,2026-03-07 16:53:56.488963,198,413efa06-d4a0-4c0b-8480-e68b5a07568d,low
evt_002481,compliance.submitted,cust_0034,inv_899665,2026-04-20 20:46:07.310445,450,8a0417fa-a537-4f26-adcf-7b1f3d728078,low
evt_013693,invoice.validated,cust_0140,inv_956033,2026-02-05 02:55:51.496098,618,2b11acfd-9c5a-40fd-a401-d8fca9f4a289,high
evt_014945,invoice.created,cust_0164,inv_212180,2026-02-21 07:27:12.517788,195,4bde7185-122a-4b72-95a7-a2a8448c8a5d,high
evt_009971,invoice.created,cust_0067,inv_154306,2026-03-24 12:02:43.435486,262,3dedebc4-78a7-4826-a116-450b280518a6,medium
evt_004405,compliance.submitted,cust_0021,inv_519495,2026-02-23 00:50:32.342294,197,09bb59d0-2e5b-4cc4-83d0-ef606ed6ee66,medium
evt_dup_0d00e6b7,invoice.validated,cust_0073,inv_516053,2026-04-17 09:16:22.492571,206,ceb140fd-53cb-4048-ae9f-3b196043d063,low
evt_000903,invoice.validated,cust_0243,inv_218448,2026-03-18 19:36:08.282538,125,0faa75f7-ce59-4c4a-8bc8-b5bd04596fa3,medium
evt_012739,compliance.failed,cust_0236,inv_814409,2026-04-21 23:30:07.480771,201,3691f0e0-2ccb-4221-86d5-c1c0d22c022f,high
evt_012445,invoice.paid,cust_0161,inv_614052,2026-01-30 19:25:07.475301,59,f7848f18-6a65-4d39-b7c8-73d3c16a488a,low
evt_011839,invoice.validated,cust_0042,inv_730622,2026-04-04 07:57:40.465706,662,68340f7a-c835-40f1-b81a-d9753b2e79da,high
evt_006614,invoice.created,cust_0243,inv_629063,2026-04-23 05:13:27.379823,300,bb7f9275-1f2e-4032-b6fc-f687505ac64b,low
evt_004830,compliance.submitted,cust_0052,inv_311383,2026-04-29 03:17:34.349231,574,7b50f533-84ff-4628-8c09-0ce2e8248025,medium
evt_013158,invoice.created,cust_0217,inv_643446,2026-04-29 23:54:41.487597,415,edc0eaae-8218-4a3a-94f4-efb836ee9dc6,medium
evt_014889,invoice.paid,cust_0235,inv_110811,2026-01-16 11:12:00.516905,154,d1356ae3-0102-4268-bec4-680b8865c922,low
evt_014009,invoice.paid,cust_0058,inv_205594,2026-02-05 19:22:49.501140,342,d6970ebf-92c8-4f1f-9770-b42f4aa38928,medium
evt_007154,invoice.validated,cust_0002,inv_985775,2026-03-23 19:46:59.388560,523,eeda43da-1056-434b-b7da-1357aa07e29a,low
evt_000151,compliance.submitted,cust_0226,inv_979269,2026-02-10 17:33:00.270197,313,0abf7b2a-8cac-45b1-96c4-8e930d62ba9e,medium
evt_014575,compliance.submitted,cust_0223,inv_190902,2026-04-20 15:18:16.511842,199,7fc37b8b-370d-4ee4-8728-61ca854314a9,medium
evt_009606,invoice.paid,cust_0116,inv_883564,2026-01-21 02:37:20.429596,228,f9dec775-a8dd-4922-9a69-840054db2eee,critical
evt_003261,invoice.paid,cust_0093,inv_689343,2026-03-08 22:34:45.323892,554,4e7e11e3-0ee1-4714-8826-7aa44db922da,medium
evt_002100,invoice.created,cust_0154,inv_819729,2026-03-29 01:41:53.304314,550,40881ecb-fe20-46d0-af2f-f4555b1d5c96,low
evt_004059,invoice.rejected,cust_0164,inv_149454,2026-03-27 21:37:34.336776,391,db4f4dbf-8374-40ed-91ae-257421222c34,low
evt_011347,invoice.created,cust_0192,inv_164387,2026-04-15 10:47:03.457565,65,ba85dd97-b8d5-4849-bf6c-1d0bc2a949f7,low
evt_004074,compliance.submitted,cust_0055,inv_443343,2026-03-01 07:52:29.337009,153,5c0434b0-a4ae-43b3-8849-30d15e66864a,medium
evt_007370,invoice.created,cust_0098,inv_366519,2026-04-09 00:57:27.391985,224,da5e8dfb-407a-400c-890c-62f9b1f038ed,medium
evt_006628,compliance.submitted,cust_0246,inv_980637,2026-03-12 22:33:26.380054,771,96f23cab-8461-41b2-8448-d6b1dacd2bf9,high
evt_001936,invoice.paid,cust_0063,inv_243523,2026-05-10 05:12:37.301715,48,041ca78c-a2fe-4667-8deb-69f30d909edb,low
evt_002268,invoice.created,cust_0247,inv_388060,2026-03-20 03:12:14.307006,530,8ecff1b0-dad2-40df-9224-265d60297715,low
evt_006245,compliance.submitted,cust_0061,inv_208806,2026-04-14 14:26:57.373986,804,6238f568-5ee2-422e-98a5-3807687b5457,low
evt_013486,invoice.paid,cust_0202,inv_834133,2026-01-24 10:08:54.492821,12,6b4b1aa8-764a-4b50-9c22-e35903bde9ba,low
evt_001347,compliance.submitted,cust_0248,inv_997728,2026-04-11 05:02:38.291806,523,2ee8ca4f-c154-4abd-acbc-79e80e20f191,high
evt_002806,compliance.failed,cust_0043,inv_805284,2026-04-22 04:26:46.315714,293,bbb1cf64-d276-4f09-a6fd-a3dfafbe6562,low
evt_003617,invoice.created,cust_0055,inv_854423,2026-02-20 21:55:35.329690,394,cdf10271-2838-44d0-aa23-c0782d6bf8ab,high
evt_014163,invoice.created,cust_0233,inv_164652,2026-01-21 18:25:01.503567,720,790e3149-6d8e-48c6-907e-4863072d0ff7,medium
evt_010507,invoice.paid,cust_0028,inv_419102,2026-04-21 18:59:25.444100,478,720b1f91-60b8-4d8d-a3d3-f923e16b3362,high
evt_005134,invoice.validated,cust_0127,inv_922343,2026-03-29 14:40:39.354098,220,5d4b4d23-3197-47e2-9215-2755696dfc43,medium
evt_dup_d39cda50,invoice.paid,cust_0116,inv_122519,2026-05-10 02:29:21.381641,107,3c4ef94b-619d-4237-bdef-4b0a429b95e5,low
evt_012366,invoice.paid,cust_0144,inv_202770,2026-05-08 04:21:06.473979,114,c102baba-9062-470d-be6d-070f92dfbd91,high
evt_008972,invoice.validated,cust_0155,inv_601025,2026-01-23 01:05:59.419444,457,6b50ad13-58ba-437e-ac54-44d120a8f83d,low
evt_001870,invoice.paid,cust_0245,inv_167154,2026-04-11 21:14:56.300634,263,baaf99b1-92cd-40ed-b91b-c8980869984c,low
evt_005279,compliance.submitted,cust_0002,inv_258990,2026-04-26 10:46:10.356568,487,517c8421-aa4d-4bbb-bd62-dc0b24a3ad4d,low
evt_008884,compliance.submitted,cust_0158,inv_280128,2026-01-28 14:46:14.418037,86,fba1f616-09ac-489e-a7da-6bbcbc444349,low
evt_004748,compliance.failed,cust_0240,inv_414933,2026-04-04 22:17:53.347942,193,bb2d2aaa-36d4-44e3-9aba-a6796c6bdbf3,medium
evt_011342,invoice.created,cust_0193,inv_114825,2026-03-30 04:36:23.457425,99,1ad2d8eb-543b-49f6-924c-a8d11d74d1a3,low
evt_006933,compliance.failed,cust_0209,inv_210578,2026-01-20 06:37:21.384974,89,9bc0bb3f-ccaa-4905-8c4e-808e08a758e2,high
evt_001227,invoice.paid,cust_0080,inv_716029,2026-02-24 18:34:27.288585,692,219d59ca-d5cc-4367-869f-c276ee838d1d,medium
evt_007361,invoice.paid,cust_0091,inv_147064,2026-01-25 19:38:50.391845,342,29f0fde3-1948-4d24-b55b-9dcacb13eb79,medium
evt_012799,compliance.submitted,cust_0044,inv_610816,2026-02-13 22:36:39.481734,133,e868b949-1989-476f-b0a1-748f2a8e8a29,low
evt_001011,invoice.validated,cust_0183,inv_509333,2026-04-07 07:21:56.284246,255,dec4b25d-3676-404d-992b-15de38f30391,high
evt_009844,invoice.validated,cust_0002,inv_291276,2026-03-25 14:19:45.433424,131,6ae86a69-6f93-4c34-b9d4-e7fac5f652fb,high
evt_009247,compliance.submitted,cust_0083,inv_139592,2026-01-22 01:10:55.423854,319,f1c8cff4-2882-4466-a022-3473c905d83c,high
evt_000292,compliance.submitted,cust_0199,inv_811521,2026-04-10 03:34:23.272505,765,8b902616-439c-43ed-9299-1d8d5876320e,medium
evt_005330,compliance.submitted,cust_0233,inv_327614,2026-03-31 10:03:20.357356,148,b5f83690-302b-431c-8c08-313647f51cce,medium
evt_003681,compliance.failed,cust_0245,inv_477384,2026-05-08 10:56:44.330731,114,db9fcf5c-d203-43eb-885a-0e9d79d601bf,medium
evt_005640,compliance.failed,cust_0217,inv_236370,2026-03-21 12:36:24.362408,135,997d0545-8fc7-4f61-a18c-b2699d9d0de0,low
evt_014951,invoice.validated,cust_0164,inv_386003,2026-03-21 22:36:26.517880,444,66edb8e1-ae4a-4fde-ac0a-051963d16d08,low
evt_013006,invoice.validated,cust_0057,inv_226045,2026-02-19 16:40:47.485104,244,588f0cb1-7ba8-4d68-bb20-40354c60f0cc,low
evt_001072,compliance.submitted,cust_0126,inv_102187,2026-02-09 02:44:29.285229,344,ad6d5ac5-9a24-4177-a55e-7c324adf364c,medium
evt_001012,invoice.paid,cust_0189,inv_477755,2026-04-18 01:50:43.284266,230,cbd8ceb8-91a0-4458-a463-7ba36c001065,high
evt_014447,invoice.paid,cust_0092,inv_901773,2026-04-25 07:04:36.509592,108,885a6c00-3796-4fc4-a885-5308a5d99faa,low
evt_000358,compliance.submitted,cust_0247,inv_734992,2026-02-23 23:51:51.273578,170,4d8b2fdd-c1b0-4c5e-8c6a-caf8a0f03581,medium
evt_008272,invoice.rejected,cust_0124,inv_216144,2026-05-11 19:50:42.408199,268,ed0cd664-8777-4403-8306-719381ce2866,high
evt_dup_3716e05d,invoice.created,cust_0233,inv_844546,2026-05-03 00:03:10.416508,330,eb06a62e-6aa1-4946-b4f0-17b347474f55,low
evt_010884,invoice.paid,cust_0061,inv_276466,2026-04-18 09:26:36.450133,850,a90f80ae-3a0e-454d-895a-93f160cb7142,low
evt_010605,invoice.rejected,cust_0231,inv_277717,2026-01-27 23:07:24.445656,623,15e525b6-6ea4-4760-be7b-f8abdf3e9ebf,medium
evt_012592,invoice.validated,cust_0036,inv_750788,2026-05-10 05:35:27.478209,104,e79112f6-8e7e-4e59-9e49-6617beab3a9a,low
evt_006888,invoice.validated,cust_0160,inv_404860,2026-03-31 11:47:11.384227,128,988595f5-4ae5-4e83-b224-60b7fe2c9755,medium
evt_013314,invoice.paid,cust_0138,inv_931148,2026-04-11 04:57:22.490079,385,2acdec55-29c9-4c3d-8318-3aa984925f26,low
evt_006877,invoice.paid,cust_0237,inv_890260,2026-05-01 04:03:01.384060,309,e64cf93f-30b1-40ac-8138-06fa2dbbfe16,medium
evt_001945,invoice.paid,cust_0154,inv_474475,2026-05-01 21:08:30.301855,250,6644d4fa-a2c7-4eb1-87f4-8bca65ac412c,medium
evt_dup_b4f11173,invoice.paid,cust_0088,inv_253624,2026-01-25 07:34:04.329931,201,5b5dcbef-3c1e-4195-a557-c7d18f712850,low
evt_000564,compliance.submitted,cust_0079,inv_839525,2026-03-18 10:19:32.276980,70,0fa0dabf-8b78-4e21-8dcd-76595fa27ab7,medium
evt_004852,invoice.created,cust_0049,inv_985400,2026-03-17 23:30:40.349597,225,61b90ba8-1dc9-42a3-8921-acf703147e07,low
evt_013237,invoice.created,cust_0106,inv_684622,2026-02-16 15:13:15.488871,206,80511381-4003-4a2f-8393-ecf85ae8ccdd,high
evt_004716,invoice.paid,cust_0152,inv_224010,2026-02-17 09:10:58.347424,120,1d4ecd4d-5298-444e-ab75-c79fbdc882f7,low
evt_006498,compliance.submitted,cust_0161,inv_340798,2026-05-16 07:41:09.378000,278,2b30e297-f5b1-4043-b88b-6f4883129b32,low
evt_004415,invoice.rejected,cust_0041,inv_894936,2026-04-22 03:23:35.342449,652,0c870caf-bfc1-4406-8e7b-99a73f71df7d,low
evt_014376,invoice.created,cust_0179,inv_848006,2026-04-18 12:17:46.507693,241,dc717582-3122-4116-b138-38efb3fab657,low
evt_011462,invoice.validated,cust_0227,inv_615855,2026-01-31 13:08:58.459444,638,0b11e8e1-fba9-4347-943a-bcaed529a713,low
evt_000170,invoice.paid,cust_0001,inv_457938,2026-03-26 07:43:11.270511,286,352eff89-4792-480d-b789-64d50c173bed,high
evt_010613,compliance.failed,cust_0010,inv_425434,2026-01-22 08:12:29.445782,212,b2ab57ee-0201-41f5-ad58-d178590943f8,low
evt_009555,invoice.validated,cust_0079,inv_395092,2026-05-12 13:30:55.428753,228,fd895eac-46d6-4d85-ad9b-55878a4a7efb,low
evt_007373,invoice.validated,cust_0174,inv_139396,2026-02-26 16:46:47.392029,141,ab49a704-9243-4790-8560-051adda853a2,medium
evt_007290,invoice.validated,cust_0206,inv_310938,2026-04-15 15:56:55.390724,225,592a82f7-7b2e-4f53-affa-aaaff2797572,low
evt_007203,invoice.validated,cust_0188,inv_929669,2026-01-20 09:41:16.389313,136,5b421bbe-91e5-44ca-a975-b81395baffe0,low
evt_014366,invoice.validated,cust_0119,inv_252971,2026-02-14 18:47:52.507482,93,24700069-7a4a-4b34-b4ef-8e8e3eb9a2d4,low
evt_009724,invoice.created,cust_0095,inv_378819,2026-01-22 11:49:36.431534,456,1341efea-1da9-4a92-9f66-3083987c6623,low
evt_001714,invoice.paid,cust_0188,inv_543116,2026-02-23 00:26:20.298141,229,fadd4e4d-0061-46f7-acb0-8f6547c95bef,low
evt_008551,invoice.paid,cust_0193,inv_461116,2026-03-23 05:30:21.412640,170,ace4e378-7b49-45d0-a9fc-479a608412f8,medium
evt_009661,invoice.validated,cust_0025,inv_144587,2026-01-19 23:20:49.430469,225,233d92e3-ac40-45f3-a954-f4b3ab741d75,critical
evt_000709,compliance.failed,cust_0159,inv_479481,2026-05-01 03:56:34.279399,142,66860794-d19a-4988-8e1c-25ad183f750d,medium
evt_014627,invoice.validated,cust_0146,inv_929467,2026-03-16 10:14:24.512700,415,67c3a883-69df-4990-8cc2-42788194fd81,critical
evt_002496,invoice.validated,cust_0022,inv_487939,2026-01-29 17:42:10.310696,190,b51eb97c-0873-4529-9926-ffaf944e00e9,low
evt_004030,compliance.failed,cust_0171,inv_985701,2026-03-14 11:40:32.336295,526,820cbbe5-0bbe-44ef-8ffe-5bb03eb1c642,medium
evt_012615,compliance.submitted,cust_0246,inv_419837,2026-03-09 14:53:21.478602,264,cebda60f-fb07-4ff9-96e2-27266f20cecd,high
evt_005839,invoice.validated,cust_0025,inv_932008,2026-03-16 22:31:55.366609,510,0a0e8cb8-7b9f-481e-8875-49de77ebe919,medium
evt_006632,invoice.rejected,cust_0199,inv_896191,2026-01-30 18:56:34.380116,368,3b1f45b7-9459-4205-9afb-50b47b0c5a20,low
evt_dup_bfd4ffdd,invoice.created,cust_0170,inv_394889,2026-02-11 03:59:36.486393,914,9ac7ea51-bf79-47ae-b1ca-3e8f42802e93,critical
evt_009667,invoice.created,cust_0235,inv_892269,2026-03-11 04:43:29.430600,199,5838b158-ef32-48de-b5fd-97aabf9a15cc,low
evt_001108,invoice.validated,cust_0102,inv_832356,2026-02-09 05:45:59.285824,452,727e7c94-d625-419d-b20b-f4dc077b83c4,high
evt_011148,invoice.paid,cust_0159,inv_623501,2026-03-23 10:15:08.454338,427,3d649025-edb6-42c2-a03f-6c8b49431392,low
evt_001535,compliance.submitted,cust_0099,inv_187679,2026-05-09 04:08:25.295304,285,4e63a107-4d58-4411-92ab-33b1bc6ae587,medium
evt_009441,invoice.paid,cust_0249,inv_912454,2026-01-26 03:07:34.426950,245,d7fbc18b-7844-46ed-9ed8-8fd908323986,critical
evt_014808,invoice.paid,cust_0119,inv_636288,2026-04-02 22:49:38.515623,34,64a4ccde-ea6b-4d6d-bf44-47f9c6792d0f,high
evt_003903,invoice.rejected,cust_0138,inv_562113,2026-02-15 06:44:44.334253,339,15cf67de-cae9-40ad-a4ee-794e392e495e,high
evt_007986,compliance.failed,cust_0058,inv_970775,2026-03-02 22:18:49.403502,185,a457ad82-6ae0-43f6-847b-077d583f226b,high
evt_009752,invoice.created,cust_0091,inv_608597,2026-03-14 07:14:14.431978,483,435ccce2-bb4a-4227-aa89-6e15d106a625,critical
evt_dup_7cdf7828,invoice.rejected,cust_0224,inv_710756,2026-04-12 12:30:36.321780,201,5655d924-03cc-479b-8b37-afd3dbf549b2,medium
evt_004065,compliance.submitted,cust_0155,inv_313043,2026-01-23 11:26:23.336865,180,e30320a3-edb3-4199-b134-d34087483309,low
evt_006725,invoice.paid,cust_0187,inv_903159,2026-04-12 18:35:57.381596,210,0b001094-b375-402f-903e-fd54e0d2b770,medium
evt_005505,invoice.validated,cust_0035,inv_878237,2026-04-04 08:49:35.360176,159,74ea586d-bef1-45d2-8bf1-0619be814412,high
evt_002406,invoice.created,cust_0175,inv_289180,2026-05-10 22:44:49.309250,238,72854743-5565-45b6-b5eb-8bdf4af85e27,medium
evt_009293,invoice.rejected,cust_0136,inv_704975,2026-01-20 22:38:23.424598,152,39fec7c3-cf58-400f-8b1d-c5d8cb68ce8e,low
evt_000427,compliance.submitted,cust_0120,inv_939930,2026-01-28 03:32:08.274687,232,f8431ea2-3d8f-4b58-b9bf-cb345632b9e1,low
evt_006992,invoice.validated,cust_0242,inv_463674,2026-02-10 02:49:45.385923,314,697cf3e0-77a3-4a2f-b45e-7be3f111abb3,medium
evt_005275,invoice.validated,cust_0037,inv_198843,2026-04-17 06:16:15.356490,215,6622b9c3-cf4a-4e94-95cf-5df0965714ec,high
evt_014017,invoice.rejected,cust_0120,inv_741688,2026-03-15 09:41:12.501265,282,1ad6e9b2-91d8-43d4-bf6e-62816291556d,high
evt_011159,invoice.paid,cust_0232,inv_613338,2026-04-14 21:59:17.454506,255,fb15315f-dcf6-4fdc-8911-f1771e365dc1,low
evt_000128,invoice.created,cust_0028,inv_785315,2026-01-20 04:39:19.269835,213,72d5daa4-eee7-4650-8703-3ed005b15016,low
evt_009860,invoice.rejected,cust_0134,inv_496389,2026-02-26 13:31:17.433718,400,f4a15383-db72-46b3-911f-8dd2206f531b,medium
evt_007143,compliance.submitted,cust_0119,inv_323416,2026-04-10 09:55:25.388366,128,fb102bdc-bcd9-4c6d-9cb5-5d67a7765068,high
evt_001374,compliance.failed,cust_0046,inv_155021,2026-02-08 03:31:41.292215,377,bc7bdf98-f474-4381-b9fb-33bddd7e04c9,critical
evt_002088,compliance.failed,cust_0046,inv_271487,2026-04-03 16:28:26.304128,464,73edc054-47e9-4fb8-a72b-0ea13b4433d1,medium
evt_000100,invoice.paid,cust_0130,inv_414777,2026-02-18 08:50:50.269365,385,c8599dc7-23d8-41b4-8105-e04269a0e2f1,high
evt_002803,compliance.submitted,cust_0039,inv_547649,2026-05-02 14:07:04.315663,573,7e9d5351-42f2-4ac7-8263-9d613f29c41e,medium
evt_005108,invoice.rejected,cust_0029,inv_227627,2026-03-25 13:14:35.353704,695,3dc0322a-28f6-47c5-95c0-bd9600185f80,high
evt_006897,invoice.rejected,cust_0057,inv_325294,2026-02-27 10:25:51.384370,235,65b829d4-f095-4661-a8a5-dc379d5de7e8,low
evt_002590,compliance.failed,cust_0067,inv_338442,2026-03-03 19:42:34.312181,418,85e4137d-f8f1-4b4e-8c42-074cac3af59e,low
evt_005720,compliance.failed,cust_0024,inv_674338,2026-01-24 07:58:11.364012,192,7664f328-024e-4172-8cf0-61e6c88d1fa9,medium
evt_014212,invoice.paid,cust_0130,inv_987258,2026-01-22 00:25:52.504331,218,b2106f25-7543-4b67-8748-62c65f6a34d4,low
evt_010225,invoice.rejected,cust_0155,inv_262791,2026-04-11 12:09:37.439563,288,cfd5d10c-8135-4d82-a71c-679c16cdbcff,low
evt_000252,invoice.rejected,cust_0092,inv_912402,2026-03-16 16:15:14.271857,301,3bd14ed4-c83b-412b-a84a-fe20d8ad10b1,medium
evt_012420,invoice.validated,cust_0067,inv_614970,2026-05-06 01:17:17.474871,427,447616dd-9644-47fc-91b3-145954bd7dd0,low
evt_006102,invoice.paid,cust_0096,inv_300149,2026-04-15 10:03:07.371735,12,3c1fd444-f2df-4985-8535-faa56399610a,low
evt_004902,invoice.rejected,cust_0061,inv_875668,2026-02-05 01:57:44.350376,547,47ba8dc8-9a9c-4b99-8988-60a43fad94d5,high
evt_013536,invoice.paid,cust_0162,inv_451122,2026-02-03 20:56:34.493623,68,4be29d43-3be7-497c-bc8e-229ec2ab78e8,medium
evt_003708,invoice.rejected,cust_0034,inv_987629,2026-02-18 03:59:06.331151,406,9715d99c-28d8-4ea5-a2b8-5bb9a8f28982,low
evt_dup_50304849,invoice.paid,cust_0203,inv_405167,2026-03-07 22:34:37.434482,196,d440b4b1-3b04-43ec-ba4e-26757f7f89f2,medium
evt_004755,invoice.created,cust_0048,inv_271906,2026-01-21 07:38:47.348056,528,660d5756-3ae7-484b-97b9-87d0d567e96f,medium
