event_id,event_type,payload_size_kb,endpoint_id,endpoint_health_score,rate_limit_per_minute,total_attempts,timeout_count,server_error_count,client_error_count,success_count,avg_response_time,max_response_time,replay_count,duplicate_count,retry_count,timeout_ratio,error_ratio,is_recovered,priority_critical,priority_high,priority_low,priority_medium
evt_008674,invoice.created,518,ep_00342,0.909,60,3,1,2,0,1,556.0,704,1.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,True,False,False
evt_004008,compliance.submitted,353,ep_00241,0.785,100,1,0,0,0,1,461.0,461,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_005734,invoice.rejected,65,ep_00085,0.783,100,4,0,0,4,0,373.0,516,0.0,0.0,3,0.0,1.0,0,False,False,True,False
evt_dup_3778ea98,compliance.submitted,412,ep_00196,0.926,200,3,0,2,0,1,469.0,653,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_009151,invoice.validated,262,ep_00114,0.999,60,1,0,0,0,1,55.0,55,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_014236,invoice.paid,756,ep_00453,0.762,500,4,0,4,0,0,412.75,613,0.0,0.0,3,0.0,1.0,0,False,False,False,True
evt_002687,invoice.paid,253,ep_00488,0.75,30,1,0,0,0,1,972.0,972,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_013769,invoice.created,109,ep_00148,0.722,30,1,0,0,0,1,1064.0,1064,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_004773,invoice.created,398,ep_00233,0.885,30,3,0,0,2,1,696.0,996,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_004590,invoice.rejected,251,ep_00331,0.879,60,1,0,0,0,1,776.0,776,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_006683,invoice.validated,374,ep_00140,0.732,200,4,0,0,4,0,476.25,670,0.0,0.0,3,0.0,1.0,0,False,True,False,False
evt_001426,invoice.validated,165,ep_00234,0.802,60,3,0,2,0,1,816.6666666666666,995,0.0,0.0,2,0.0,0.6666666666666666,1,True,False,False,False
evt_000784,invoice.validated,582,ep_00490,0.986,200,3,1,2,0,1,1013.3333333333334,1136,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,True,False,False
evt_000694,invoice.paid,101,ep_00412,0.745,30,3,0,2,0,1,778.3333333333334,1239,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_005071,compliance.failed,334,ep_00573,0.919,30,3,0,0,2,1,453.3333333333333,1260,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_001787,invoice.paid,435,ep_00159,0.737,60,3,0,0,2,1,515.0,1004,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_003107,invoice.rejected,163,ep_00016,0.813,60,1,0,0,0,1,1167.0,1167,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_004955,invoice.created,549,ep_00461,0.999,60,1,0,0,0,1,681.0,681,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_005418,invoice.created,457,ep_00495,0.999,500,4,0,0,4,0,526.5,689,1.0,0.0,3,0.0,1.0,0,False,False,True,False
evt_013664,compliance.submitted,148,ep_00475,0.999,200,3,0,0,2,1,576.6666666666666,954,0.0,0.0,2,0.0,0.6666666666666666,1,True,False,False,False
evt_013723,invoice.paid,319,ep_00495,0.999,500,1,0,0,0,1,184.0,184,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_012749,invoice.paid,92,ep_00195,0.901,100,3,0,2,0,1,703.6666666666666,918,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_002521,invoice.paid,180,ep_00100,0.852,200,3,0,0,2,1,377.3333333333333,604,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_009316,invoice.paid,344,ep_00449,0.818,60,3,0,0,2,1,276.6666666666667,581,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_014779,invoice.paid,224,ep_00174,0.921,60,1,0,0,0,1,855.0,855,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_009058,invoice.created,386,ep_00309,0.946,30,1,0,0,0,1,457.0,457,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_dup_b8740e93,invoice.created,119,ep_00207,0.942,100,1,0,0,0,1,576.0,576,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_001089,invoice.created,108,ep_00413,0.696,30,1,0,0,0,1,743.0,743,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_012715,invoice.created,732,ep_00323,0.782,500,3,0,0,2,1,849.6666666666666,954,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_003514,invoice.paid,366,ep_00013,0.909,100,1,0,0,0,1,760.0,760,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_007529,invoice.created,213,ep_00449,0.818,60,3,1,2,0,1,384.3333333333333,671,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_008563,invoice.validated,686,ep_00338,0.841,100,3,1,2,0,1,633.0,928,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,True,False,False
evt_dup_d59c8080,invoice.rejected,138,ep_00389,0.994,60,2,0,0,2,0,360.0,454,0.0,0.0,1,0.0,1.0,0,False,False,False,True
evt_009528,invoice.created,122,ep_00499,0.775,200,4,0,0,4,0,1011.0,1549,0.0,0.0,3,0.0,1.0,0,False,False,False,True
evt_014792,invoice.created,133,ep_00347,0.706,30,1,0,0,0,1,960.0,960,1.0,1.0,0,0.0,0.0,1,False,False,False,True
evt_010118,invoice.rejected,253,ep_00135,0.77,500,1,0,0,0,1,605.0,605,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_009423,invoice.validated,206,ep_00302,0.813,30,1,0,0,0,1,1105.0,1105,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_014637,compliance.submitted,505,ep_00600,0.925,500,1,0,0,0,1,762.0,762,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_003032,invoice.created,303,ep_00425,0.957,500,2,0,1,0,1,373.5,610,0.0,0.0,1,0.0,0.5,1,False,False,False,True
evt_000062,invoice.validated,689,ep_00508,0.776,30,2,0,1,0,1,101.5,153,0.0,0.0,1,0.0,0.5,1,False,False,False,True
evt_004196,invoice.created,222,ep_00381,0.779,200,3,1,2,0,1,514.0,637,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,True,False,False
evt_011902,invoice.rejected,105,ep_00045,0.703,60,1,0,0,0,1,50.0,50,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_011058,compliance.submitted,458,ep_00539,0.999,100,3,1,2,0,1,573.6666666666666,833,1.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,True,False
evt_dup_2e081bec,invoice.validated,282,ep_00371,0.883,500,3,0,0,2,1,490.6666666666667,564,1.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_010058,compliance.submitted,125,ep_00328,0.975,60,1,0,0,0,1,631.0,631,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_000384,invoice.validated,360,ep_00521,0.68,200,1,0,0,0,1,668.0,668,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_002254,invoice.created,364,ep_00013,0.909,100,1,0,0,0,1,496.0,496,1.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_001692,compliance.submitted,248,ep_00023,0.888,100,1,0,0,0,1,50.0,50,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_001281,compliance.failed,445,ep_00460,0.736,500,1,0,0,0,1,812.0,812,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_004418,invoice.paid,485,ep_00018,0.918,60,1,0,0,0,1,338.0,338,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_009996,invoice.validated,64,ep_00435,0.999,500,1,0,0,0,1,1246.0,1246,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_012651,invoice.paid,335,ep_00124,0.712,30,1,0,0,0,1,410.0,410,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_000202,invoice.paid,325,ep_00201,0.923,200,1,0,0,0,1,425.0,425,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_014914,compliance.submitted,372,ep_00171,0.773,200,3,0,0,2,1,804.0,1210,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_011847,invoice.validated,311,ep_00562,0.999,200,3,0,0,2,1,788.0,1145,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_000885,invoice.paid,352,ep_00219,0.822,30,3,1,2,0,1,666.6666666666666,790,1.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,True,False
evt_005555,compliance.failed,400,ep_00118,0.74,200,3,0,0,2,1,522.6666666666666,1029,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_001938,invoice.rejected,236,ep_00495,0.999,500,3,0,2,0,1,375.6666666666667,819,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_013617,invoice.paid,390,ep_00172,0.782,60,1,0,0,0,1,489.0,489,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_005317,compliance.failed,234,ep_00119,0.999,500,3,0,0,2,1,699.6666666666666,930,0.0,0.0,2,0.0,0.6666666666666666,1,True,False,False,False
evt_010769,invoice.validated,189,ep_00113,0.887,100,1,0,0,0,1,350.0,350,0.0,0.0,0,0.0,0.0,1,True,False,False,False
evt_003168,invoice.rejected,402,ep_00561,0.915,500,3,0,0,2,1,792.0,895,1.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_014976,invoice.validated,95,ep_00261,0.769,60,1,0,0,0,1,533.0,533,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_009742,invoice.validated,433,ep_00509,0.886,100,1,0,0,0,1,354.0,354,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_005538,invoice.created,305,ep_00196,0.926,200,3,1,2,0,1,563.6666666666666,855,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_003977,invoice.created,227,ep_00466,0.853,30,1,0,0,0,1,517.0,517,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_002625,invoice.created,290,ep_00451,0.872,500,3,0,0,2,1,372.0,651,1.0,0.0,2,0.0,0.6666666666666666,1,True,False,False,False
evt_004248,invoice.paid,130,ep_00341,0.781,100,3,1,2,0,1,247.66666666666666,563,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,True,False,False
evt_005720,compliance.failed,192,ep_00227,0.888,30,4,0,0,4,0,556.0,753,1.0,0.0,3,0.0,1.0,0,False,False,False,True
evt_001427,invoice.validated,407,ep_00545,0.583,30,1,0,0,0,1,1286.0,1286,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_000042,invoice.validated,145,ep_00323,0.782,500,2,0,1,0,1,559.5,622,0.0,0.0,1,0.0,0.5,1,False,False,True,False
evt_006325,compliance.submitted,249,ep_00511,0.912,500,3,1,2,0,1,629.0,856,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_003322,invoice.created,259,ep_00015,0.673,200,6,0,0,6,0,453.5,781,1.0,0.0,5,0.0,1.0,0,False,False,True,False
evt_005728,invoice.created,246,ep_00533,0.872,30,1,0,0,0,1,562.0,562,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_009636,compliance.submitted,283,ep_00295,0.923,200,1,0,0,0,1,50.0,50,1.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_002461,invoice.validated,205,ep_00294,0.982,30,1,0,0,0,1,706.0,706,1.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_014951,invoice.validated,444,ep_00001,0.94,60,1,0,0,0,1,734.0,734,1.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_002554,invoice.created,468,ep_00136,0.999,30,1,0,0,0,1,603.0,603,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_000123,invoice.rejected,178,ep_00278,0.808,60,1,0,0,0,1,906.0,906,0.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_013681,invoice.validated,994,ep_00076,0.979,30,3,0,0,2,1,927.6666666666666,1026,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_002999,invoice.created,432,ep_00261,0.769,60,1,0,0,0,1,229.0,229,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_012604,compliance.failed,148,ep_00054,0.953,60,1,0,0,0,1,900.0,900,1.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_010215,invoice.rejected,57,ep_00018,0.918,60,3,0,3,0,0,675.0,998,1.0,0.0,2,0.0,1.0,0,False,False,False,True
evt_014714,invoice.created,315,ep_00184,0.938,500,3,0,2,0,1,710.0,900,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_010102,invoice.created,256,ep_00464,0.906,500,3,0,0,2,1,630.6666666666666,865,1.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_013757,invoice.rejected,663,ep_00200,0.743,60,1,0,0,0,1,720.0,720,0.0,0.0,0,0.0,0.0,1,False,False,False,True
evt_006996,invoice.validated,139,ep_00571,0.882,60,3,0,2,0,1,738.3333333333334,829,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_000841,invoice.validated,397,ep_00535,0.802,100,1,0,0,0,1,120.0,120,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_002209,invoice.rejected,203,ep_00217,0.787,500,3,0,2,0,1,390.0,582,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
evt_000858,invoice.rejected,371,ep_00023,0.888,100,3,0,0,2,1,556.6666666666666,762,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_013081,compliance.submitted,231,ep_00577,0.908,200,1,0,0,0,1,378.0,378,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_012489,compliance.submitted,348,ep_00179,0.848,100,5,0,0,5,0,480.8,795,1.0,0.0,4,0.0,1.0,0,False,False,True,False
evt_006078,compliance.submitted,248,ep_00240,0.982,30,3,0,2,0,1,695.6666666666666,725,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,False,True
evt_002697,invoice.validated,183,ep_00016,0.813,60,3,1,2,0,1,565.6666666666666,781,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_011657,invoice.created,344,ep_00209,0.942,60,3,0,0,2,1,945.6666666666666,1581,1.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_004703,compliance.submitted,306,ep_00308,0.809,500,1,0,0,0,1,1088.0,1088,1.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_004420,invoice.rejected,391,ep_00485,0.789,200,2,0,0,2,0,568.0,587,0.0,0.0,1,0.0,1.0,0,False,False,True,False
evt_dup_1040dec3,compliance.failed,244,ep_00100,0.852,200,3,0,0,2,1,491.0,761,0.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_013275,invoice.validated,67,ep_00036,0.733,200,3,0,0,2,1,684.0,946,1.0,0.0,2,0.0,0.6666666666666666,1,False,False,True,False
evt_000510,invoice.validated,227,ep_00057,0.779,500,2,0,1,0,1,415.0,443,0.0,0.0,1,0.0,0.5,1,False,False,False,True
evt_dup_32ef2383,invoice.paid,212,ep_00363,0.867,200,3,1,2,0,1,841.0,1170,1.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_002894,invoice.created,100,ep_00251,0.729,500,3,1,2,0,1,600.3333333333334,923,0.0,0.0,2,0.3333333333333333,0.6666666666666666,1,False,False,False,True
evt_000931,compliance.failed,186,ep_00527,0.685,100,1,0,0,0,1,266.0,266,0.0,0.0,0,0.0,0.0,1,False,False,True,False
evt_012835,invoice.validated,196,ep_00182,0.777,60,1,0,0,0,1,128.0,128,1.0,0.0,0,0.0,0.0,1,False,True,False,False
evt_000193,invoice.created,93,ep_00469,0.816,100,4,0,4,0,0,547.5,745,1.0,0.0,3,0.0,1.0,0,True,False,False,False
evt_012661,invoice.validated,439,ep_00306,0.894,200,3,0,2,0,1,776.3333333333334,1148,0.0,0.0,2,0.0,0.6666666666666666,1,False,True,False,False
