event_id,replayed_at,replay_result,duplicate_detected,manually_triggered
evt_000227,2026-05-08 03:40:14.271424,unsafe,False,True
evt_000229,2026-02-10 00:47:49.271457,duplicate_processed,False,True
evt_000232,2026-03-13 20:56:06.271507,success,False,False
evt_000233,2026-01-22 15:33:47.271539,success,False,True
evt_000235,2026-02-13 09:23:34.271572,failed,False,True
evt_000236,2026-03-30 20:41:59.271587,failed,False,True
evt_000237,2026-02-13 12:09:07.271602,duplicate_processed,False,False
evt_000239,2026-03-24 18:01:01.271640,duplicate_processed,False,True
evt_000242,2026-01-27 07:13:12.271686,duplicate_processed,False,True
evt_000243,2026-05-03 11:34:29.271701,unsafe,False,False
evt_000262,2026-02-16 22:40:56.272016,duplicate_processed,False,False
evt_000272,2026-04-21 15:28:53.272184,success,False,False
evt_000274,2026-02-27 19:24:36.272214,success,False,False
evt_000282,2026-02-03 21:34:09.272347,recovered,False,False
evt_000286,2026-05-12 14:02:57.272411,duplicate_processed,False,True
evt_000287,2026-02-07 03:50:32.272426,success,False,False
evt_000291,2026-05-02 10:55:25.272489,recovered,False,False
evt_000293,2026-04-30 02:05:34.272540,success,False,True
evt_000295,2026-05-08 06:36:11.272573,duplicate_processed,False,True
evt_000297,2026-04-07 12:44:02.272604,duplicate_processed,False,True
evt_000299,2026-02-26 19:32:21.272635,duplicate_processed,False,True
evt_000309,2026-02-04 02:29:20.272790,unsafe,True,False
evt_000310,2026-02-03 04:01:03.272809,unsafe,False,True
evt_000320,2026-03-26 12:56:37.272962,success,False,False
evt_000325,2026-04-01 09:05:25.273040,failed,False,False
evt_000336,2026-04-22 22:59:12.273216,duplicate_processed,False,False
evt_000340,2026-04-29 09:45:25.273277,unsafe,False,False
evt_000342,2026-04-15 12:29:24.273311,recovered,False,False
evt_000348,2026-05-07 11:43:52.273402,duplicate_processed,True,False
evt_000351,2026-04-18 13:56:53.273451,success,False,True
evt_000352,2026-04-28 10:04:45.273466,unsafe,False,False
evt_000365,2026-04-14 00:21:44.273692,recovered,False,False
evt_000369,2026-04-18 23:54:28.273756,unsafe,False,False
evt_000372,2026-02-10 02:04:24.273801,success,False,False
evt_000373,2026-03-28 04:54:10.273819,duplicate_processed,True,True
evt_000378,2026-03-18 11:01:19.273895,unsafe,False,True
evt_000381,2026-04-19 01:59:45.273939,duplicate_processed,False,False
evt_000395,2026-03-10 20:39:56.274158,recovered,False,True
evt_000396,2026-02-24 09:37:59.274173,unsafe,False,True
evt_000409,2026-02-06 11:23:01.274381,recovered,False,True
evt_000414,2026-04-17 09:39:47.274460,recovered,False,True
evt_000415,2026-02-17 23:36:24.274476,unsafe,False,False
evt_000422,2026-02-12 04:46:38.274607,success,False,False
evt_000425,2026-03-29 01:29:08.274652,duplicate_processed,False,True
evt_000429,2026-04-29 03:18:04.274718,failed,False,False
evt_000431,2026-05-01 09:28:20.274748,unsafe,False,True
evt_000441,2026-01-16 14:24:50.274900,unsafe,False,False
evt_000446,2026-03-09 20:05:11.274978,success,False,True
evt_000448,2026-02-02 01:38:15.275009,unsafe,False,False
evt_000452,2026-04-10 23:15:26.275070,duplicate_processed,False,False
evt_000459,2026-01-27 10:31:30.275179,failed,False,True
evt_000465,2026-02-22 12:35:55.275274,unsafe,False,False
evt_000468,2026-03-03 03:29:33.275322,unsafe,False,False
evt_000469,2026-02-03 23:00:35.275341,duplicate_processed,False,False
evt_000473,2026-05-03 14:44:45.275401,success,False,False
evt_000477,2026-01-31 06:06:13.275461,recovered,False,False
evt_000479,2026-04-01 12:01:51.275491,success,False,True
evt_000480,2026-03-20 10:49:00.275506,success,False,True
evt_000481,2026-02-24 14:36:40.275536,recovered,False,True
evt_000489,2026-03-02 23:32:36.275668,duplicate_processed,False,False
evt_000502,2026-04-25 10:41:16.275869,unsafe,False,True
evt_000530,2026-03-04 17:32:44.276388,unsafe,True,False
evt_000537,2026-05-12 19:24:31.276502,recovered,False,True
evt_000538,2026-05-10 15:03:50.276534,failed,False,False
evt_000539,2026-03-21 00:24:39.276553,unsafe,False,False
evt_000543,2026-05-08 17:54:56.276614,unsafe,False,True
evt_000546,2026-03-27 20:56:41.276667,success,False,True
evt_000552,2026-01-31 12:29:28.276770,unsafe,False,False
evt_000556,2026-01-23 16:15:56.276833,failed,False,True
evt_000557,2026-05-01 20:22:08.276850,failed,False,True
evt_000560,2026-03-21 21:43:34.276904,duplicate_processed,False,True
evt_000561,2026-02-15 15:27:48.276921,duplicate_processed,False,True
evt_000571,2026-04-15 18:57:51.277116,unsafe,False,False
evt_000583,2026-04-13 08:29:59.277332,recovered,False,True
evt_000584,2026-05-01 04:19:19.277350,duplicate_processed,False,True
evt_000587,2026-04-17 00:30:26.277400,duplicate_processed,False,True
evt_000589,2026-03-23 08:17:31.277433,failed,False,False
evt_000625,2026-02-13 17:07:40.278057,unsafe,False,True
evt_000627,2026-02-03 20:50:31.278090,duplicate_processed,False,True
evt_000635,2026-01-23 12:06:13.278223,recovered,False,False
evt_000636,2026-03-11 08:43:17.278238,duplicate_processed,False,True
evt_000645,2026-04-05 12:20:15.278381,duplicate_processed,False,True
evt_000649,2026-01-24 23:06:29.278441,failed,False,False
evt_000650,2026-04-10 20:56:12.278456,recovered,False,False
evt_000655,2026-01-30 09:22:52.278548,duplicate_processed,False,True
evt_000658,2026-02-27 14:10:43.278594,success,False,True
evt_000667,2026-05-01 23:26:50.278739,failed,False,False
evt_000668,2026-04-14 02:48:19.278757,recovered,False,False
evt_000670,2026-02-14 07:33:48.278788,duplicate_processed,False,False
evt_000671,2026-04-03 00:46:19.278803,success,False,True
evt_000676,2026-03-16 08:07:00.278887,success,False,False
evt_000679,2026-05-04 15:47:42.278932,unsafe,False,False
evt_000681,2026-02-03 16:47:24.278966,unsafe,False,True
evt_000686,2026-04-05 17:54:20.279041,unsafe,False,True
evt_000688,2026-05-10 13:53:56.279071,unsafe,False,False
evt_000689,2026-04-22 02:07:00.279086,recovered,False,True
evt_000690,2026-01-26 18:03:12.279101,recovered,False,False
evt_000699,2026-02-18 13:42:11.279240,success,False,True
evt_000700,2026-02-05 20:17:10.279258,duplicate_processed,False,True
evt_000703,2026-04-07 20:41:18.279304,duplicate_processed,False,True
evt_000704,2026-02-10 23:09:49.279319,duplicate_processed,False,True
evt_000705,2026-04-08 08:39:26.279334,unsafe,False,False
evt_000707,2026-03-16 13:00:41.279364,failed,False,False
evt_000714,2026-02-07 07:29:23.279474,unsafe,False,True
evt_000716,2026-04-14 18:19:04.279504,unsafe,False,False
evt_000724,2026-04-08 20:15:59.279653,unsafe,False,True
evt_000726,2026-02-19 04:15:32.279683,duplicate_processed,False,False
evt_000730,2026-02-15 18:18:04.279742,duplicate_processed,False,False
evt_000735,2026-03-28 15:56:37.279817,success,False,True
evt_000746,2026-01-31 01:34:20.279997,unsafe,False,True
evt_000754,2026-02-23 03:43:36.280121,unsafe,True,True
evt_000759,2026-01-20 22:58:01.280206,recovered,False,True
evt_000762,2026-05-13 12:55:50.280252,recovered,False,True
evt_000764,2026-02-19 07:17:18.280282,success,False,True
evt_000772,2026-03-20 01:14:33.280410,unsafe,False,False
evt_000773,2026-03-22 00:53:54.280426,duplicate_processed,False,True
evt_000780,2026-02-02 19:10:29.280577,success,False,False
evt_000782,2026-03-28 14:05:11.280609,duplicate_processed,False,True
evt_000785,2026-04-09 00:41:02.280655,recovered,False,True
evt_000789,2026-02-04 00:15:03.280722,unsafe,False,False
evt_000792,2026-01-26 09:10:18.280767,unsafe,False,False
evt_000793,2026-04-22 11:25:38.280782,duplicate_processed,False,True
evt_000797,2026-02-08 16:32:06.280845,duplicate_processed,False,False
evt_000798,2026-05-13 12:55:17.280860,success,False,False
evt_000799,2026-03-08 23:39:25.280875,recovered,False,False
evt_000804,2026-04-27 16:38:37.280954,recovered,False,True
evt_000812,2026-02-07 21:22:32.281074,success,False,True
evt_000813,2026-02-11 03:21:18.281089,failed,False,True
evt_000818,2026-02-07 19:26:55.281169,recovered,False,True
evt_000820,2026-05-11 17:15:12.281202,unsafe,True,True
evt_000823,2026-02-23 01:21:52.281250,duplicate_processed,False,False
evt_000829,2026-04-25 11:34:20.281340,unsafe,False,False
evt_000831,2026-03-27 17:34:39.281370,duplicate_processed,False,False
evt_000835,2026-02-07 23:16:31.281436,failed,False,True
evt_000838,2026-03-30 07:17:11.281485,failed,False,False
evt_000845,2026-04-04 04:41:05.281619,recovered,False,True
evt_000850,2026-02-16 21:42:23.281695,unsafe,False,False
evt_000854,2026-02-10 10:57:26.281761,unsafe,False,False
evt_000868,2026-04-16 00:20:44.281979,unsafe,False,True
evt_000870,2026-04-01 10:53:13.282009,failed,False,True
evt_000885,2026-02-26 08:11:23.282244,unsafe,False,False
evt_000894,2026-03-19 14:15:16.282379,duplicate_processed,False,False
evt_000899,2026-03-19 02:54:00.282461,unsafe,False,True
evt_000903,2026-03-18 20:42:08.282538,unsafe,False,True
evt_000907,2026-05-05 09:03:03.282602,unsafe,False,False
evt_000908,2026-02-09 19:27:50.282617,unsafe,False,False
evt_000914,2026-04-18 22:17:48.282711,success,False,False
evt_000916,2026-03-09 00:19:39.282745,success,False,True
evt_000918,2026-01-26 12:33:01.282775,duplicate_processed,False,False
evt_000920,2026-05-08 05:23:05.282805,recovered,False,True
evt_000922,2026-04-14 07:08:51.282835,duplicate_processed,False,True
evt_000923,2026-05-12 17:27:39.282853,recovered,False,True
evt_000933,2026-02-25 20:41:20.283013,duplicate_processed,True,True
evt_000942,2026-04-26 02:50:18.283150,duplicate_processed,False,True
evt_000950,2026-02-15 11:41:49.283274,unsafe,True,True
evt_000953,2026-02-09 19:12:48.283322,duplicate_processed,False,False
evt_000959,2026-05-07 10:01:58.283412,recovered,False,False
evt_000961,2026-02-09 19:18:16.283442,failed,False,True
evt_000967,2026-03-13 16:12:48.283554,unsafe,False,True
evt_000970,2026-04-06 07:17:16.283600,duplicate_processed,False,False
evt_000974,2026-04-03 13:19:49.283666,failed,False,True
evt_000977,2026-03-01 21:50:26.283719,failed,False,True
evt_000978,2026-04-30 03:59:56.283734,unsafe,False,False
evt_000983,2026-05-07 04:57:09.283813,duplicate_processed,False,True
evt_000984,2026-04-25 12:54:26.283828,failed,False,False
evt_000985,2026-02-22 16:36:13.283843,duplicate_processed,False,False
evt_000987,2026-04-15 17:35:41.283874,failed,False,True
evt_000990,2026-01-20 00:45:22.283919,unsafe,False,False
evt_000992,2026-03-28 09:34:12.283952,success,False,True
evt_000994,2026-01-20 13:54:58.283985,recovered,False,False
evt_000997,2026-04-18 23:37:05.284033,recovered,False,True
evt_001004,2026-04-22 18:54:16.284137,duplicate_processed,False,False
evt_001015,2026-04-07 15:28:47.284313,failed,False,False
evt_001021,2026-02-16 14:38:40.284403,duplicate_processed,False,False
evt_001024,2026-05-15 10:43:35.284449,unsafe,False,True
evt_001027,2026-04-12 12:20:29.284502,failed,False,True
evt_001032,2026-03-29 04:48:20.284599,failed,False,False
evt_001037,2026-02-03 06:14:50.284674,duplicate_processed,False,True
evt_001040,2026-04-29 05:09:41.284720,success,False,True
evt_001043,2026-04-05 15:26:24.284770,failed,False,True
evt_001044,2026-04-13 04:29:30.284785,recovered,False,True
evt_001050,2026-03-04 14:31:37.284875,unsafe,False,False
evt_001051,2026-02-08 09:32:55.284893,unsafe,False,True
evt_001052,2026-04-26 18:16:14.284909,duplicate_processed,False,False
evt_001056,2026-05-07 16:07:02.284970,failed,False,True
evt_001059,2026-04-06 23:06:29.285019,failed,False,True
evt_001067,2026-02-10 07:38:31.285139,unsafe,False,False
evt_001069,2026-03-18 01:54:13.285169,duplicate_processed,False,True
evt_001070,2026-02-14 05:50:18.285193,unsafe,False,True
evt_001076,2026-04-14 01:44:31.285302,recovered,False,True
evt_001081,2026-02-22 19:37:32.285378,failed,False,True
evt_001083,2026-02-09 18:02:44.285408,recovered,False,True
evt_001086,2026-04-05 13:54:57.285453,duplicate_processed,False,False
evt_001087,2026-03-25 05:11:52.285468,duplicate_processed,False,True
evt_001090,2026-02-16 18:42:13.285539,success,False,False
evt_001094,2026-02-26 07:41:51.285603,failed,False,True
evt_001098,2026-03-10 05:08:39.285668,recovered,False,False
evt_001101,2026-02-14 08:14:50.285713,failed,False,True
evt_001106,2026-02-27 18:15:30.285794,unsafe,False,False
evt_001107,2026-04-30 18:57:19.285809,success,False,True
evt_001128,2026-03-03 05:15:48.286135,duplicate_processed,True,True
evt_001135,2026-04-02 16:10:49.286300,success,False,False
evt_001140,2026-03-06 09:46:41.286471,failed,False,False
evt_001142,2026-05-14 03:01:25.286544,recovered,False,False
evt_001144,2026-03-30 18:50:27.286599,failed,False,True
evt_001146,2026-05-15 18:13:02.286651,recovered,False,True
evt_001147,2026-05-06 07:32:01.286677,duplicate_processed,False,True
evt_001148,2026-05-16 08:32:16.286708,unsafe,False,False
evt_001152,2026-01-20 07:29:16.286812,duplicate_processed,False,False
evt_001160,2026-04-26 07:16:46.286968,duplicate_processed,False,False
evt_001161,2026-03-24 22:24:05.286983,unsafe,False,False
evt_001162,2026-01-30 18:05:12.286999,unsafe,False,True
evt_001163,2026-04-18 06:09:18.287014,duplicate_processed,False,False
evt_001167,2026-02-28 05:17:58.287074,unsafe,False,True
evt_001170,2026-02-09 11:47:23.287127,success,False,False
evt_001173,2026-05-05 19:08:57.287174,success,False,False
evt_001179,2026-02-23 10:06:38.287318,duplicate_processed,False,True
evt_001187,2026-03-31 03:39:12.287578,duplicate_processed,False,True
evt_001194,2026-03-22 22:32:06.287744,recovered,False,False
evt_001198,2026-03-12 08:55:09.287803,recovered,False,False
evt_001210,2026-03-31 20:02:53.288130,failed,False,False
evt_001211,2026-01-18 21:01:10.288176,unsafe,False,False
evt_001215,2026-05-08 13:50:49.288279,failed,False,False
evt_001219,2026-05-04 12:34:04.288389,duplicate_processed,True,False
evt_001222,2026-04-15 19:35:18.288462,success,False,False
evt_001228,2026-01-19 14:08:25.288601,unsafe,False,True
evt_001230,2026-04-22 15:08:06.288635,unsafe,False,True
evt_001242,2026-04-03 13:18:18.288828,success,False,True
evt_001248,2026-03-11 23:00:00.288926,unsafe,False,False
evt_001251,2026-02-06 10:49:13.288975,success,False,True
evt_001258,2026-05-01 18:25:10.289159,success,False,True
evt_001265,2026-04-03 04:35:54.289349,unsafe,True,False
evt_001270,2026-02-10 04:55:45.289485,recovered,False,True
evt_001276,2026-01-22 09:40:16.289675,unsafe,False,True
evt_001280,2026-02-23 10:40:22.289813,unsafe,True,False
evt_001283,2026-03-19 04:13:29.289905,duplicate_processed,False,False
evt_001287,2026-05-15 11:53:06.290035,unsafe,False,True
evt_001288,2026-04-20 19:29:18.290060,unsafe,False,True
evt_001289,2026-03-15 22:52:57.290084,duplicate_processed,False,True
evt_001291,2026-05-06 19:45:27.290138,failed,False,True
evt_001292,2026-04-17 17:46:18.290162,unsafe,True,False
evt_001294,2026-04-04 13:12:11.290213,unsafe,False,False
evt_001295,2026-05-12 02:55:15.290244,duplicate_processed,False,False
evt_001310,2026-02-14 14:51:42.290789,success,False,False
evt_001323,2026-03-10 07:11:12.291219,unsafe,False,False
evt_001324,2026-04-10 13:37:04.291256,recovered,False,False
evt_001329,2026-03-06 10:14:17.291419,success,False,False
evt_001336,2026-04-26 06:28:45.291631,failed,False,True
evt_001340,2026-04-10 21:42:08.291691,failed,False,False
evt_001341,2026-04-01 20:44:39.291707,duplicate_processed,False,True
evt_001345,2026-01-29 23:25:20.291775,duplicate_processed,False,False
evt_001346,2026-04-01 11:24:20.291790,unsafe,False,True
evt_001352,2026-03-29 10:53:11.291883,failed,False,True
evt_001353,2026-05-14 10:35:37.291898,duplicate_processed,False,True
evt_001358,2026-03-10 19:11:00.291971,duplicate_processed,True,True
evt_001359,2026-02-27 08:13:38.291986,recovered,False,False
evt_001362,2026-02-20 16:58:49.292035,duplicate_processed,True,False
evt_001363,2026-02-17 07:37:47.292053,success,False,True
evt_001364,2026-04-19 09:14:24.292068,failed,False,False
evt_001372,2026-03-30 21:07:45.292186,duplicate_processed,False,True
evt_001377,2026-04-01 03:12:39.292262,unsafe,False,False
evt_001382,2026-03-10 15:24:08.292339,duplicate_processed,False,False
evt_001385,2026-05-02 02:50:07.292392,duplicate_processed,False,True
evt_001386,2026-05-05 03:07:49.292407,success,False,False
evt_001387,2026-01-30 02:09:43.292422,duplicate_processed,False,True
evt_001390,2026-04-13 22:54:30.292466,duplicate_processed,False,False
evt_001391,2026-02-26 03:05:11.292481,unsafe,False,True
evt_001392,2026-01-23 22:48:19.292496,duplicate_processed,True,False
evt_001394,2026-03-05 21:23:12.292563,duplicate_processed,False,False
evt_001396,2026-03-18 11:18:23.292641,recovered,False,False
evt_001399,2026-03-01 02:10:01.292729,unsafe,False,True
evt_001405,2026-04-26 18:49:36.292882,duplicate_processed,False,True
evt_001408,2026-01-29 17:18:42.292930,recovered,False,False
evt_001410,2026-02-06 08:25:03.292967,unsafe,False,False
evt_001412,2026-04-23 10:02:25.292997,unsafe,False,False
evt_001415,2026-05-01 08:52:14.293043,unsafe,False,True
evt_001416,2026-05-11 17:15:02.293058,recovered,False,False
evt_001418,2026-03-11 07:35:10.293087,unsafe,False,True
evt_001428,2026-02-11 07:45:25.293271,duplicate_processed,False,True
evt_001431,2026-04-30 13:56:47.293384,failed,False,False
evt_001435,2026-03-05 21:41:33.293500,duplicate_processed,False,False
evt_001451,2026-02-11 06:06:15.293870,recovered,False,True
evt_001452,2026-04-24 08:43:57.293896,unsafe,False,False
evt_001454,2026-02-16 07:38:49.293968,failed,False,True
evt_001457,2026-04-11 07:51:47.294053,unsafe,False,True
evt_001459,2026-03-05 11:25:25.294098,success,False,True
evt_001460,2026-02-07 04:34:09.294117,unsafe,False,False
evt_001463,2026-04-10 17:28:05.294163,recovered,False,True
evt_001464,2026-04-01 09:32:26.294178,success,False,True
evt_001466,2026-01-27 03:59:03.294208,duplicate_processed,False,False
evt_001469,2026-04-18 08:44:09.294252,success,False,False
evt_001474,2026-02-27 21:45:42.294331,success,False,False
evt_001484,2026-02-22 14:01:22.294486,failed,False,False
evt_001485,2026-04-27 04:34:41.294504,unsafe,False,True
evt_001486,2026-04-01 10:16:22.294538,duplicate_processed,False,True
evt_001490,2026-03-09 21:15:16.294606,success,False,True
evt_001497,2026-03-26 17:31:25.294709,unsafe,True,True
evt_001502,2026-04-04 15:42:43.294787,success,False,False
evt_001504,2026-04-16 12:45:55.294820,failed,False,True
evt_001510,2026-02-05 07:37:38.294910,unsafe,False,False
evt_001511,2026-01-26 05:41:44.294925,duplicate_processed,False,True
evt_001516,2026-05-02 19:43:08.294999,unsafe,False,False
evt_001525,2026-03-17 10:35:28.295148,unsafe,False,False
evt_001526,2026-03-10 05:36:18.295165,failed,False,True
evt_001528,2026-02-14 06:56:24.295195,duplicate_processed,False,False
evt_001529,2026-04-20 01:21:25.295210,recovered,False,True
evt_001532,2026-04-07 16:52:21.295255,unsafe,True,False
evt_001541,2026-02-13 23:42:10.295402,duplicate_processed,False,False
evt_001545,2026-02-02 03:07:09.295461,recovered,False,False
evt_001547,2026-03-15 20:28:33.295491,success,False,False
evt_001551,2026-05-04 20:32:21.295571,failed,False,True
evt_001553,2026-02-05 01:07:26.295606,recovered,False,True
evt_001558,2026-03-10 04:42:06.295683,success,False,False
evt_001562,2026-03-09 21:15:57.295743,recovered,False,True
evt_001570,2026-02-04 07:33:08.295866,success,False,False
evt_001574,2026-04-10 14:29:54.295925,duplicate_processed,False,False
evt_001576,2026-05-08 04:30:06.295955,duplicate_processed,False,False
evt_001579,2026-02-17 02:04:06.296003,duplicate_processed,False,True
evt_001580,2026-01-30 10:03:37.296018,duplicate_processed,False,True
evt_001584,2026-04-12 22:21:29.296081,duplicate_processed,True,False
evt_001586,2026-01-25 12:44:05.296114,failed,False,False
evt_001588,2026-02-07 12:43:35.296149,unsafe,False,True
evt_001590,2026-03-26 09:49:15.296180,duplicate_processed,False,False
evt_001593,2026-05-13 22:43:04.296225,duplicate_processed,False,True
evt_001599,2026-01-30 08:37:22.296318,recovered,False,True
evt_001606,2026-05-10 11:27:28.296425,unsafe,False,False
evt_001610,2026-02-11 15:43:12.296489,success,False,False
evt_001620,2026-04-13 03:41:13.296666,failed,False,False
evt_001635,2026-02-19 14:29:00.296891,recovered,False,True
evt_001636,2026-03-03 19:05:53.296911,failed,False,False
evt_001642,2026-03-28 12:45:07.297005,recovered,False,False
evt_001645,2026-02-14 00:59:00.297049,failed,False,True
evt_001659,2026-03-25 03:49:43.297264,unsafe,False,True
evt_001663,2026-05-10 13:13:05.297324,failed,False,False
evt_001670,2026-03-20 03:51:19.297431,failed,False,True
evt_001676,2026-02-01 09:21:29.297547,unsafe,False,False
evt_001678,2026-04-24 06:27:09.297579,unsafe,False,False
evt_001679,2026-02-10 18:59:57.297596,recovered,False,False
evt_001684,2026-04-07 08:15:35.297676,unsafe,False,False
evt_001690,2026-03-30 00:57:19.297768,recovered,False,True
evt_001696,2026-04-14 21:29:48.297867,duplicate_processed,False,True
evt_001697,2026-04-20 03:59:09.297882,recovered,False,False
evt_001698,2026-04-20 13:52:36.297897,unsafe,False,True
evt_001709,2026-03-05 06:24:16.298061,duplicate_processed,False,False
evt_001711,2026-05-04 10:06:21.298090,duplicate_processed,False,False
evt_001714,2026-02-23 16:56:20.298141,duplicate_processed,False,False
evt_001720,2026-03-11 07:09:00.298231,success,False,False
evt_001729,2026-01-21 10:44:57.298372,duplicate_processed,False,False
evt_001731,2026-02-05 12:56:03.298402,success,False,False
evt_001738,2026-04-10 09:42:19.298512,unsafe,False,True
evt_001739,2026-02-06 23:12:00.298553,duplicate_processed,False,False
evt_001742,2026-03-19 03:51:11.298602,success,False,True
evt_001745,2026-02-14 20:40:58.298651,unsafe,False,False
evt_001748,2026-05-11 20:21:58.298695,duplicate_processed,False,False
evt_001749,2026-03-25 23:16:54.298710,duplicate_processed,False,False
evt_001758,2026-02-02 18:07:02.298849,duplicate_processed,False,True
evt_001759,2026-02-21 22:27:42.298867,success,False,True
evt_001762,2026-04-17 11:23:29.298912,duplicate_processed,False,True
evt_001763,2026-04-09 19:16:30.298926,unsafe,False,False
evt_001768,2026-02-07 04:48:10.299000,failed,False,False
evt_001772,2026-02-12 06:47:06.299062,duplicate_processed,False,True
evt_001776,2026-02-26 03:47:46.299126,success,False,True
evt_001790,2026-04-29 12:50:20.299337,unsafe,False,False
evt_001791,2026-03-27 10:46:16.299358,success,False,False
evt_001792,2026-02-14 02:49:57.299376,duplicate_processed,False,False
evt_001808,2026-02-04 20:24:18.299640,duplicate_processed,False,True
evt_001809,2026-03-28 18:40:40.299655,duplicate_processed,False,True
evt_001824,2026-05-15 14:24:58.299895,unsafe,False,False
evt_001826,2026-05-04 20:34:48.299925,success,False,False
evt_001832,2026-02-09 19:19:02.300017,unsafe,True,False
evt_001834,2026-03-26 12:48:29.300047,unsafe,False,True
evt_001848,2026-02-13 05:16:22.300264,recovered,False,True
evt_001852,2026-04-02 06:40:32.300326,failed,False,True
evt_001856,2026-05-12 19:16:08.300388,unsafe,False,True
evt_001857,2026-04-11 02:01:34.300403,success,False,False
evt_001861,2026-04-02 07:43:50.300463,unsafe,False,False
evt_001865,2026-05-14 12:33:01.300552,success,False,True
evt_001867,2026-01-18 23:41:33.300584,success,False,False
evt_001869,2026-03-11 15:08:56.300614,unsafe,True,False
evt_001876,2026-01-26 04:23:24.300728,recovered,False,True
evt_001879,2026-04-10 19:19:16.300772,unsafe,False,False
evt_001883,2026-01-22 05:30:19.300832,unsafe,False,True
evt_001884,2026-04-25 03:12:11.300846,unsafe,False,True
evt_001888,2026-04-08 16:14:48.300909,success,False,True
evt_001889,2026-01-28 09:17:25.300927,duplicate_processed,False,False
evt_001900,2026-04-22 10:35:32.301130,duplicate_processed,False,False
evt_001901,2026-04-15 21:28:04.301147,duplicate_processed,False,False
evt_001903,2026-01-23 06:40:22.301182,recovered,False,True
evt_001905,2026-03-26 10:47:32.301213,failed,False,False
evt_001907,2026-05-12 01:09:22.301243,failed,False,True
evt_001917,2026-01-25 12:13:50.301397,unsafe,False,True
evt_001926,2026-04-10 22:19:53.301556,duplicate_processed,False,True
evt_001928,2026-02-10 04:57:57.301590,duplicate_processed,False,True
evt_001929,2026-02-13 20:10:13.301606,duplicate_processed,False,True
evt_001931,2026-02-17 09:39:13.301636,failed,False,True
evt_001932,2026-04-27 14:00:44.301651,recovered,False,True
evt_001934,2026-03-19 15:38:10.301681,success,False,True
evt_001935,2026-01-24 00:01:43.301699,failed,False,False
